Headline,Source,Date,Word Count,Text,Company,Industry,IPO Period,Day of Week,Source Tier,Sentiment,List Price,Market Price,Difference
Twitter users are excited about the Alibaba IPO; Sentiment about Alibaba has been É??consistently upbeat',MarketWatch,9/15/2014,347,"Sentiment about Alibaba has been É??consistently upbeat' SAN FRANCISCO (MarketWatch) É?? Alibaba's much-awaited initial public offering has generated a huge amount of buzz on Twitter É?? even more than the social network's own IPO, an analyst said ...",Alibaba,Technology,1,2,1,,,,
Alibaba IPO is a bonanza for select firms,MarketWatch,9/15/2014,597,,Alibaba,Technology,1,2,1,,,,
Why Alibaba's IPO should worry Amazon investors; Portfolio managers could make room for new Alibaba shares by selling other ecommerce stocks...,MarketWatch,9/15/2014,418,"Portfolio managers could make room for new Alibaba shares by selling other ecommerce stocks, like Amazon NEW YORK (MarketWatch) É?? Although Alibaba is scheduled to dump a huge supply of shares on the market next week, the broad market should ...",Alibaba,Technology,1,2,1,,,,
ConvergEx Group Survey Supports Decision to Increase Alibaba IPO Price Range,PR Newswire,9/15/2014,834,"Financial industry's expectation for short-term appreciation falls from July survey 
  NEW YORK, Sept. 15, 2014 /PRNewswire/ -- ConvergEx Group, a leading provider of global brokerage and trading-related services, has released selected ...",Alibaba,Technology,1,2,3,,,,
Alibaba Group Holding Ltd sees IPO price between $66.00 and $68.00 per ADS - Form F-1/A,Reuters,9/15/2014,89,"Date Announced: 20140915 Alibaba Group Holding Ltd:Says it is offering 123,076,931 American Depositary Shares, or ADSs, and the selling shareholders named in this prospectus, including Yahoo, one of principal shareholders, Jack Ma, executive ...",Alibaba,Technology,1,2,1,,,,
Alibaba To Boost IPO Price On Strong Investor Demand - Reports,RTT News,9/15/2014,171,"Chinese e-commerce giant Alibaba Group Holding Ltd. has decided to boost the price of its initial public offering or IPO in the U.S, as a result of the huge investor demand. According to media reports,the IPO may raise more than ...",Alibaba,Technology,1,2,2,,,,
Alibaba Boosts IPO Price Range To US$66-US$68,RTT News,9/15/2014,226,"Chinese e-commerce giant Alibaba Group Holding Ltd. said in a regulatory filing Monday that it now expects to price its initial public offering between US$66 and US$68 per American Depositary Shares, up from its previous ...",Alibaba,Technology,1,2,2,,,,
"Alibaba hikes IPO target 3%, hopes to raise up to $25B",Silicon Valley/San Jose Business Journal,9/15/2014,243,Alibaba Group boosted the price range by 3 percent on the IPO that is expected to hit Wall Street late this week. The Chinese Internet company founded by Jack Ma said in its regulatory filing on Monday that it plans to sell 320 million ...,Alibaba,Technology,1,2,2,,,,
Alibaba IPO Price Range Said Likely to Rise; Alibaba IPO Price Range Increase Likely to Be Unveiled in SEC Filing,The Wall Street Journal,9/15/2014,271,"HONG KONG--Alibaba Group Holding Ltd. is likely to raise the price range of its U.S. initial public offering because of buoyant demand for the deal, people familiar with the situation said Monday.",Alibaba,Technology,1,2,1,,,,
"Alibaba Raises Projected Price Range for Market Debut; Chinese E-Commerce Firm's IPO Now Seen Priced at $66-$68 a Share, Up From $60-$66",The Wall Street Journal,9/15/2014,1001,"HONG KONGÉ??Alibaba Group Holding Ltd., which is in the middle of marketing what could be the world's largest initial public offering, now thinks it could do a little better.",Alibaba,Technology,1,2,1,,,,
Rocket Internet Apes Alibaba in Shooting for High IPO Orbit,The Wall Street Journal,9/15/2014,533,,Alibaba,Technology,1,2,1,,,,
Alibaba Ups IPO Price Range,Investor's Business Daily,9/16/2014,75,"The China Internet giant raised its range to 66-68 from 60-66 amid robust demand for its 320 mil shares. At the midpoint Alibaba (BABA) will raise $21.4 bil, topping Visa (V) and Facebook (FB) as the largest U.S. IPO ever. It would have a ...",Alibaba,Technology,1,3,1,,,,
Softbank is Alibaba IPO's prizewinner,Kansas City Business Journal Online,9/16/2014,143,"After Alibaba pushed up its IPO price range to $66 to $68 per share, it has become all too clear that Sprint parent SoftBank Corp. is the biggest winner hands down.",Alibaba,Technology,1,3,4,,,,
"Alibaba's price tag for IPO jumps Alibaba's price tag jumps ; IPO range goes up to $66-$68 a share, and $70 could...",The Burlington Free Press,9/16/2014,308,Investors' ravenous appetite for Alibaba's IPO É?? expected to launch this week É?? appears so strong the company Monday increased its initial price range to between $66 and $68 a share.,Alibaba,Technology,1,3,4,,,,
"Internet Power Balance Tilts Toward Asia; After Alibaba's IPO, Four of the 10 Most Valuable Web Companies Will Hail From the Region",The Wall Street Journal,9/16/2014,1267,"Silicon Valley dominates the Internet, but this week's initial public offering by Alibaba Group Holding Ltd. shows how much action is shifting to Asia.",Alibaba,Technology,1,3,1,,,,
UNIVERSITY OF MICHIGAN EXPERTS AVAILABLE TO DISCUSS ALIBABA IPO,US Fed News,9/16/2014,423,"ANN ARBOR, Mich., Sept. 16 -- The University of Michigan issued the following news release: The Chinese e-commerce giant Alibaba is set to make its Wall Street debut on Friday with a float that could raise $25 billion-the largest IPO ever.",Alibaba,Technology,1,3,4,,,,
"Alibaba's price tag jumps ; IPO range goes up to $66-$68 a share, and $70 could...",USA Today,9/16/2014,438,,Alibaba,Technology,1,3,1,,,,
Alibaba to IPO at $60 per share in tech world's largest public offering,U-Wire,9/16/2014,965,"Baruch College; New York, NY - business By By Joseph Esposito In a regulatory filing with the Securities and Exhange Commission, Alibaba Group set its per-share price range at $60 to $66 for its initial public offer. The NYSE listing is ...",Alibaba,Technology,1,3,3,,,,
"On Eve of Alibaba IPO, Big Internet Stocks Slump",Barron's,9/17/2014,720,"Big Internet stocks are hurting. Perhaps institutions are raising cash to buy into the Alibaba initial public offering later this week, or perhaps there's another force at work, but whatever the reason, we can glean clues about leadership ...",Alibaba,Technology,1,4,1,,,,
3 things Amazon needs to watch out for with Alibaba's IPO 3 things Amazon needs to watch out for with Alibaba's IPO,Dallas Business Journal Online,9/17/2014,491,"Much has been made of the potential threat Alibaba's initial public offering could present to Amazon this week, but how much does the Seattle-based Amazon really need to be concerned?",Alibaba,Technology,1,4,4,,,,
Alibaba's Billion-Dollar Winners: Who's Selling In The Biggest IPO Ever,Forbes,9/17/2014,38,Alibaba Chairman Jack Ma and Yahoo are going to have big paydays when the Chinese online retailing giant finally goes public.,Alibaba,Technology,1,4,1,,,,
Alibaba IPO eyes int'l markets,Investor's Business Daily,9/17/2014,107,"With an estimated $8 bil in net proceeds coming from its IPO this week, the Chinese e-commerce firm will have loads of cash for its U.S. expansion. Alibaba's (BABA) founder, Jack Ma, made clear his plans to build a global company when he ...",Alibaba,Technology,1,4,1,,,,
"Alibaba IPO seen sucking money out of Hong Kong stocks; Chinese investors are very keen on the Alibaba IPO, and the Hong Kong stock market...",MarketWatch,9/17/2014,730,"Chinese investors are very keen on the Alibaba IPO, and the Hong Kong stock market seems to be suffering as a result. HONG KONG (MarkeWatch) É?? Sure, Hong Kong's stock exchange may have essentially turned down Alibaba Group's new listing by ...",Alibaba,Technology,1,4,1,,,,
Alibaba IPO gives insiders rare chance to sell early,MarketWatch,9/17/2014,326,"A swath of early investors in Alibaba Group Holding Ltd. will be able to sell more than $8 billion worth of shares on the day the Chinese e-commerce company goes public, an unusual arrangement that is influencing how bankers price the ...",Alibaba,Technology,1,4,1,,,,
KraneShares CSI China Internet ETF (KWEB) delivers a strong one year total return and surpasses $100 million in assets under management ah...,PR Newswire,9/17/2014,812,"NEW YORK, Sept. 17, 2014 /PRNewswire/ -- KWEB achieved a one-year track record in August 2014 and was the best performing Technology ETF and China Region ETF in the United States. KWEB's one-year total return was 49.82% as of August 31, ...",Alibaba,Technology,1,4,3,,,,
3 things Amazon needs to watch out for with Alibaba's IPO,Puget Sound Business Journal Online,9/17/2014,461,,Alibaba,Technology,1,4,4,,,,
Slideshow: Alibaba out to raise $24B in biggest-ever IPO. Who benefits? Alibaba out to raise $25B in biggest-ever IPO. Here's the gallery on who...,San Francisco Business Times Online,9/17/2014,160,"When Alibaba first signaled earlier this year it was wanted to mount an initial public offering in the United States, it said it wanted to raise $1 billion. No one believed that was the real number, and today we've learned what the Chinese ...",Alibaba,Technology,1,4,2,,,,
Alibaba out to raise $25B in biggest-ever IPO. Here's the gallery on who...,Silicon Valley/San Jose Business Journal,9/17/2014,178,,Alibaba,Technology,1,4,2,,,,
Alibaba IPO a caveat for regulators,China Daily-US Edition,9/18/2014,783,"After its initial public offering (IPO) on New York Stock Exchange, Alibaba is expected to become the third-biggest Internet company listed in the United States in terms of market value. Although Alibaba's IPO is expected to fetch between ...",Alibaba,Technology,1,5,4,,,,
Yahoo dips as investors cash in ahead of Alibaba IPO,Contra Costa Times,9/18/2014,1071,,Alibaba,Technology,1,5,4,,,,
"Alibaba IPO Priced At $68 a Share, Top of Range, Source Says",Dow Jones News Service,9/18/2014,51,"Alibaba Group Holding Ltd.'s shares priced Thursday at $68 in what is expected to be one of the world's largest initial public offerings ever, according to a source familiar with the situation.",Alibaba,Technology,1,5,3,,,,
Alibaba's IPO Priced at $68 a Share Alibaba's IPO prices at $68 a share,Dow Jones News Service,9/18/2014,947,"Alibaba Group Holding Ltd.'s shares priced Thursday at $68, at the high end of expectations, in what is one of the world's largest initial public offerings ever.",Alibaba,Technology,1,5,3,,,,
Alibaba Prices Shares At $68 In Largest US IPO Ever,Forbes,9/18/2014,36,"Alibaba is locked and loaded for its public listing, which many expect will happen on Friday on the New York Stock Exchange.",Alibaba,Technology,1,5,1,,,,
Alibaba to Raise $21.8 Billion in Largest US IPO,Hollywood Reporter,9/18/2014,256,"Chinese e-commerce company Alibaba priced its initial public offering late Thursday at $68 a share, enough to make in the largest U.S. IPO in history. The stock will begin trading Friday on the New York Stock Exchange under the symbol, ...",Alibaba,Technology,1,5,4,,,,
Want to buy into Alibaba IPO? Caveat emptor; There are a lot of things investors should be aware of before they buy Alibaba shares,MarketWatch,9/18/2014,579,"There are a lot of things investors should be aware of before they buy Alibaba shares Investors who buy the new U.S.-listed shares of Alibaba when they start trading on Friday, won't really be buying a piece of the Chinese online retail ...",Alibaba,Technology,1,5,1,,,,
Alibaba IPO by the numbers; Facts and figures to know ahead of Alibaba's IPO,MarketWatch,9/18/2014,309,"Facts and figures to know ahead of Alibaba's IPO Alibaba's (BABA, US)?ˇinitial public offering is shaping up to be one of the biggest in U.S. history. Here are ten key details regarding the high-profile deal:",Alibaba,Technology,1,5,1,,,,
"Oracle, Yahoo in focus after hours; Oracle set to report quarterly results; Alibaba expected to set final price of IPO",MarketWatch,9/18/2014,202,Oracle set to report quarterly results; Alibaba expected to set final price of IPO SAN FRANCISCO (MarketWatch) É?? Shares of Oracle Corp. fell in Thursday's extended session as CEO Larry Ellison stepped down in favor of Safra Catz and Mark ...,Alibaba,Technology,1,5,1,,,,
Alibaba's IPO prices at $68 a share,MarketWatch,9/18/2014,980,,Alibaba,Technology,1,5,1,,,,
China's favorite sons will score big in Alibaba IPO; The company won't disclose some investors' ties to the highest levels of government,MarketWatch,9/18/2014,1111,"The company won't disclose some investors' ties to the highest levels of government Lots of people will do very, very well when Alibaba Group Holding's shares start trading on the New York Stock Exchange on Friday.",Alibaba,Technology,1,5,1,,,,
Alibaba IPO windfall? Early investors have an unusual way to cash out early,New York Business Journal Online,9/18/2014,263,,Alibaba,Technology,1,5,4,,,,
Alibaba: trouble or a treasure? World's biggest IPO: What to know,New York Post,9/18/2014,740,That loud roar you'll hear Friday morning from downtown Manhattan will more than likely be hundreds of excited traders looking to grab a piece of Alibaba.,Alibaba,Technology,1,5,2,,,,
Alibaba Group Set To Get Up To $25 Bln Via IPO : Reports,RTT News,9/18/2014,201,"Chinese e-commerce giant Alibaba Group Holding Ltd is set to price its initial public offering and is expected to gain up to $25 billion, reports said. The company will announce pricing today after the U.S. market close and ...",Alibaba,Technology,1,5,2,,,,
"Alibaba Prices IPO At US$68 Per ADS, High End Of Range",RTT News,9/18/2014,228,"Chinese e-commerce giant Alibaba Group Holding Ltd. said Thursday that it has priced its initial public offering of about 320.11 million American depositary shares, each representing one of its ordinary shares, at a price to the ...",Alibaba,Technology,1,5,2,,,,
Alibaba Raises $21.8 Bln In Biggest U.S. IPO,RTT News,9/18/2014,471,Alibaba Group Holding carved out a niche position in the stock market space with its initial public offering. The Chinese e-commerce company on Thursday priced its much-awaited initial public offering at $68 per American ...,Alibaba,Technology,1,5,2,,,,
"Alibaba prices IPO shares at $68, raising $21.8 billion",San Francisco Business Times Online,9/18/2014,167,"Alibaba Group priced its IPO at $68 a share, raising $21.8 billion in the biggest tech IPO in history, the Wall Street Journal said. The Journal cited an unnamed source who said the Chinese Internet giant hit the top end of its target ...",Alibaba,Technology,1,5,2,,,,
Alibaba IPO windfall? Early investors have an unusual way to cash out early Alibaba IPO windfall? Early investors have an unusual way to cash out early Alibaba IPO windfall? Early investors have an unusual way to cash out early,San Francisco Business Times Online,9/18/2014,244,"A slew of pre-IPO investors in Alibaba Group Holding Ltd. could unload more than $8 billion in shares Friday when the Chinese e-commerce company expects to go public on the New York Stock Exchange,  the Wall Street Journal said.",Alibaba,Technology,1,5,2,,,,
FICTION OFFERS INSIGHT INTO ALIBABA IPO,San Jose Mercury News,9/18/2014,562,"So should you plunk down the big bucks for a bundle of stock in the IPO of Jack Ma's Alibaba, hoping that it will provide the open sesame to a lifetime of riches?",Alibaba,Technology,1,5,2,,,,
Alibaba IPO windfall? Early investors have an unusual way to cash out early,Silicon Valley/San Jose Business Journal,9/18/2014,244,,Alibaba,Technology,1,5,2,,,,
Alibaba offering highlights tech-IPO shift to NYSE from Nasdaq,Silicon Valley/San Jose Business Journal,9/18/2014,425,"When Alibaba rings the opening bell Friday on the New York Stock Exchange, it won't make a growing headache at the Nasdaq stock exchange any better.",Alibaba,Technology,1,5,2,,,,
"Alibaba prices IPO shares at $68, raising $21.8 billion",Silicon Valley/San Jose Business Journal,9/18/2014,546,"Alibaba Group priced its IPO at $68 a share, raising $21.8 billion in the biggest tech IPO in history, the Wall Street Journal said.  The Journal cited an unnamed source who said the Chinese Internet giant hit the top end of its target ...",Alibaba,Technology,1,5,2,,,,
Yahoo dips as investors cash in ahead of Alibaba IPO Yahoo dips as investors cash in ahead of Alibaba IPO,The Oakland Tribune,9/18/2014,1065,"Today: Record highs for the Dow and S&P 500, but they're overshadowed by Larry Ellison's surprise move to step aside as Oracle CEO and anticipation for Alibaba's massive IPO. Also: Apple gains a day ahead of iPhone 6 sales.",Alibaba,Technology,1,5,4,,,,
Alibaba IPO could raise as much as $21.8 billion,The Patriot-News,9/18/2014,165,Chinese Internet giant Alibaba is gearing up for its U.S. market debut Friday after what is widely expected to be the biggest initial public offering in history. The e-commerce company founded in 1999 by Chairman Jack Ma raised the price ...,Alibaba,Technology,1,5,4,,,,
Alibaba IPO Gives Insiders Rare Chance to Sell Early; Many Shares Aren't Bound by 'Lockup' Arrangement,The Wall Street Journal,9/18/2014,927,"A swath of early investors in Alibaba Group Holding Ltd. will be able to sell more than $8 billion worth of shares on the day the Chinese e-commerce company goes public, an unusual arrangement that is influencing how bankers price the ...",Alibaba,Technology,1,5,1,,,,
Alibaba IPO Gives Insiders Rare Chance To Sell Early Alibaba IPO Gives Insiders Rare Chance to Sell Early,The Wall Street Journal,9/18/2014,918,"A swath of early investors in Alibaba Group Holding Ltd. will be able to sell more than $8 billion worth of shares on the day the Chinese e-commerce company goes public, an unusual arrangement that is influencing how bankers price the ...",Alibaba,Technology,1,5,1,,,,
"With an IPO this big, expect the unexpected ; Q: How high can Alibaba's stock go?",USA Today,9/18/2014,260,"Get ready for the biggest IPO in U.S. history. However, it's not the size of the deal that matters most, but the price. Alibaba, the Chinese e-commerce company, is primed to start trading Friday if it sells shares to initial investors ...",Alibaba,Technology,1,5,1,,,,
Alibaba to price biggest IPO ; Scorching-hot growth has investors clamoring to scoop up shares on the 'cheap',USA Today,9/18/2014,463,Low prices lure Chinese shoppers to Alibaba's shopping sites. But it's the price of its IPO -- due to start trading Friday -- that is drawing U.S. investors to the deal.,Alibaba,Technology,1,5,1,,,,
Alibaba soars by about 40 percent after record IPO,Albany Business Review Online,9/19/2014,231,U.S. investors sent Alibaba Group Holding Ltd. shares soaring by around 40 percent Friday morning after its record $21.8 billion IPO. The stock opened at $92.60 after a more than two-hour delay and headed towards $100 around noon before ...,Alibaba,Technology,2,6,4,,,,
Alibaba's IPO to rock NYSE today,Boston Herald,9/19/2014,395,Shares of Alibaba Group Holding will start trading today on the New York Stock Exchange after the Chinese e-commerce juggernaut yesterday priced its initial public offering at $68 per share É?? the high end of its expected range É?? to raise ...,Alibaba,Technology,2,6,2,,,,
Yahoo rakes in jackpot from Alibaba's IPO,Centre Daily Times,9/19/2014,494,,Alibaba,Technology,2,6,4,,,,
"After a big IPO, stocks often falter Alibaba already is so popular, it will be hard to keep its share price rising",Chicago Tribune,9/19/2014,1111,"If history is any guide, investors who miss out on getting a slice of Alibaba's massive initial public offering may want to think twice about jumping into the stock once it hits the New York Stock Exchange.",Alibaba,Technology,2,6,1,,,,
Yahoo rakes in jackpot from Alibaba's IPO,Columbus Ledger-Enquirer (GA),9/19/2014,494,,Alibaba,Technology,2,6,4,,,,
"Alibaba launches largest IPO in U.S. history, steps up as Silicon Valley...",Contra Costa Times,9/19/2014,1044,,Alibaba,Technology,2,6,4,,,,
Alibaba IPO won't rain money on Silicon Valley,Contra Costa Times,9/19/2014,863,,Alibaba,Technology,2,6,4,,,,
"Alibaba soars up to 46% after record IPO, in volatile debut",Dallas Business Journal Online,9/19/2014,694,"U.S. investors sent Alibaba Group Holding Ltd. shares briefly soared as much as 46 percent above its initial public offering price Friday morning, after the pricing of shares Thursday raised a record $21.8 billion.",Alibaba,Technology,2,6,4,,,,
Alibaba's record-setting IPO a windfall for Yahoo,Dallasnews.com,9/19/2014,487,SAN FRANCISCO?ˇ É?? Yahoo is making amends for years of blundering with one smart move: an early investment in Alibaba Group that has turned into a multibillion-dollar boon.,Alibaba,Technology,2,6,4,,,,
Alibaba IPO to Give Yahoo Windfall,Dow Jones News Service,9/19/2014,565,Alibaba Group Holding Ltd.'s initial public offering on Friday will make Yahoo Inc. about $5.1 billion richer. That's the amount of cash Yahoo stands to receive after selling 121.7 million of its shares in the e-commerce giant and paying a ...,Alibaba,Technology,2,6,3,,,,
Alibaba IPO Feels Like Missed Opportunity for Many in China,Dow Jones News Service,9/19/2014,1087,"As Chinese e-commerce giant Alibaba Group Holding Ltd. moved toward a massive initial public offering in New York, back home in China the question was: Would Alibaba founder and chairman Jack Ma leave the country?",Alibaba,Technology,2,6,3,,,,
Alibaba Live Blog: Tracking The Biggest IPO In History,Forbes,9/19/2014,22,,Alibaba,Technology,2,6,1,,,,
Alibaba Live Blog: Tracking The Biggest US IPO In History Alibaba Live Blog: Tracking The Biggest IPO In History,Forbes,9/19/2014,23,Chinese e-commerce powerhouse Alibaba begins trading on Friday.,Alibaba,Technology,2,6,1,,,,
IPO; Alibaba is seeking riches on N.Y. Stock Exchange,Inland Valley Daily Bulletin,9/19/2014,158,,Alibaba,Technology,2,6,4,,,,
Alibaba IPO Proceeds Lifts U.S. Total To 10-Year High,Investor's Business Daily,9/19/2014,213,"The $21.8 billion in proceeds raised by the Alibaba Group (BABA) IPO lifted the total for all U.S. IPOs this year to $62.4 billion, the highest level in at least 10 years.",Alibaba,Technology,2,6,1,,,,
É??Alibaba's IPO launch called historic debut by UNF professor,Jacksonville Business Journal Online,9/19/2014,322,When Alibaba [NYSE: BABA] began publicly trading shortly before noon today (two and a half hours later than the 9:30 a.m. opening bell) shares opened at $92.70 and quickly rose to a high of $99.70 in active trading. More than 100 million ...,Alibaba,Technology,2,6,4,,,,
Smooth debut for Alibaba after biggest U.S. IPO ever,Los Angeles Times,9/19/2014,616,"Alibaba Group came out with a monster roar Friday as its shares began trading at $92.70, up more than 36% from its IPO price of $68. The rest of the day was relatively stable for the new stock, analysts said, falling a nickel below $90 for ...",Alibaba,Technology,2,6,1,,,,
Yahoo rakes in jackpot from Alibaba's IPO,Macon Telegraph,9/19/2014,494,,Alibaba,Technology,2,6,4,,,,
Details of Alibaba IPO trickle out,MarketWatch,9/19/2014,178,Investors on Friday morning started to hear about how much Alibaba Group Holding Ltd. stock they were sold in the company's initial public offering.,Alibaba,Technology,2,6,1,,,,
These are the winners and losers in the Alibaba IPO; Opinion: Alibaba's gain may be a loss for U.S. rivals,MarketWatch,9/19/2014,409,Opinion: Alibaba's gain may be a loss for U.S. rivals SAN FRANCISCO (MarketWatch) É?? Alibaba Group Holding Ltd.'s long-awaited initial public offering to U.S. investors is finally here.,Alibaba,Technology,2,6,1,,,,
Live blog: World's biggest IPO Alibaba debuts at $92.70 a share,MarketWatch,9/19/2014,189,"MARKETWATCH FRONT PAGE Chinese e-commerce giant Alibaba will debut this morning on the New York Stock Exchange as the biggest public offering of all time. The company founded by Jack Ma in 1999, will raise as much as $22 billion.",Alibaba,Technology,2,6,1,,,,
Alibaba has already eclipsed the value of these high-profile companies; Chinese e-commerce giant rings up largest IPO ever,MarketWatch,9/19/2014,324,"Chinese e-commerce giant rings up largest IPO ever NEW YORK (MarketWatch) É?? Alibaba (BABA, US)?ˇmade its much-heralded public markets debut Friday on the New York Stock Exchange. The Chinese e-commerce giant run by charismatic CEO and founder ...",Alibaba,Technology,2,6,1,,,,
Apple is overshadowed by Alibaba IPO; Insight: Hoopla over iPhone 6 sales may begin next week,MarketWatch,9/19/2014,459,"Insight: Hoopla over iPhone 6 sales may begin next week Apple gets overshadowed by Alibaba IPO SAN FRANCISCO (MarketWatch) É?? It is a rare day when good news about the iPhone does not lead to a surge in Apple Inc.'s stock, but that's what ...",Alibaba,Technology,2,6,1,,,,
Seven things to know about Alibaba's huge IPO,MarketWatch,9/19/2014,332,"NEW YORK (MarketWatch) É?? It was a historic day for Alibaba Group's CEO Jack Ma. The e-commerce company he founded 15 years ago surged in its first day of trading on Friday, making it one of the largest IPOs in history. Here's what you need ...",Alibaba,Technology,2,6,1,,,,
Alibaba IPO bulls are missing some red flags,MarketWatch,9/19/2014,181,MARKETWATCH FRONT PAGE The ecommerce giant's odd corporate structure that could create headaches for investors down the road. The lines for the iPhone 6 are insane around the world,Alibaba,Technology,2,6,1,,,,
"In Alibaba's IPO, where did the skepticism go? Investors are going along for the ride without asking about the risks",MarketWatch,9/19/2014,765,"Investors are going along for the ride without asking about the risks CHAPEL HILL, N.C. (MarketWatch) É?? Have you heard of Tianhe Chemicals Group, a Chinese maker of lubricants whose stock trades in Hong Kong?",Alibaba,Technology,2,6,1,,,,
Cantor: É??Buy' Alibaba shares after IPO; Broker says Alibaba has potential to dominate global online commerce,MarketWatch,9/19/2014,292,"Broker says Alibaba has potential to dominate global online commerce For those wondering what they should do when Alibaba's shares start trading Friday morning, Cantor Fitzgerald recommends they buy.",Alibaba,Technology,2,6,1,,,,
Yahoo rakes in jackpot from Alibaba's IPO,Merced Sun-Star,9/19/2014,494,,Alibaba,Technology,2,6,4,,,,
Chinese online retail giant Alibaba prepares for billion-dollar IPO splash,Naples Daily News,9/19/2014,930,"Alibaba Group, the Chinese Web juggernaut that has become the world's biggest online retailer, will sell its first shares to the public Friday in one of the most lucrative debuts in stock market history.",Alibaba,Technology,2,6,4,,,,
"Alibaba prices IPO shares at $68, raising $21.8 billion",New York Business Journal Online,9/19/2014,326,"Alibaba Group Holding Ltd. priced its initial public offering at $68 a share, raising $21.8 billion in the biggest tech IPO in history, the company said in a statement Sept. 18.",Alibaba,Technology,2,6,4,,,,
Alibaba soars by about 46% after record IPO,New York Business Journal Online,9/19/2014,662,,Alibaba,Technology,2,6,4,,,,
"With IPO, Alibaba Hopes To Compete In The West",NPR,9/19/2014,606,MELISSA BLOCK: Shares of the Chinese e-commerce company Alibaba began selling on the New York Stock Exchange today and it was a pretty impressive performance. Alibaba shares were sold to insiders for $68 and finished the day at nearly $94. ...,Alibaba,Technology,2,6,1,,,,
"After big IPO, stocks can often disappoint Alibaba's already so popular, it will be hard to keep rising After big IPO, stocks can often disappoint Alibaba's already so popular, it will...",Orlando Sentinel,9/19/2014,591,"NEW YORK -- If history is any guide, investors who miss out on getting a slice of Alibaba's massive initial public offering may want to think twice about jumping into the stock once it hits the New York Stock Exchange.",Alibaba,Technology,2,6,4,,,,
"Alibaba prices IPO shares at $68, raising $21.8 billion",Phoenix Business Journal Online,9/19/2014,536,,Alibaba,Technology,2,6,4,,,,
IPO; Alibaba is seeking riches on N.Y. Stock Exchange IPO; Alibaba is seeking riches on N.Y. Stock Exchange,Press-Telegram,9/19/2014,158,"Alibaba, the Chinese e-commerce powerhouse named after the fabled woodsman who discovers a thieves' den full of treasures, is ready to strike it rich on the New York Stock Exchange.",Alibaba,Technology,2,6,4,,,,
"Alibaba prices IPO shares at $68, raising $21.8 billion",Sacramento Business Journal Online,9/19/2014,536,,Alibaba,Technology,2,6,4,,,,
"It's no Alibaba, but cancer drug developer Calithera boosts IPO It's no Alibaba, but cancer drug developer Calithera boosts IPO",San Francisco Business Times Online,9/19/2014,506,"Cancer drug developer Calithera Biosciences Inc., one of the more promising Bay Area biotech companies in the IPO queue, upsized its offering target by nearly 30 percent to $103.5 million, the company said Friday.",Alibaba,Technology,2,6,2,,,,
Alibaba's record IPO poised for take off on Wall Street Alibaba's record IPO poised for take off on Wall Street Alibaba soars by about 46% after record IPO,San Francisco Business Times Online,9/19/2014,553,U.S. investors got to buy Alibaba Group Holding Ltd. shares directly for the first time on Friday after its record $21.8 billion IPO. The Chinese e-commerce giant sent eight of its customers to ring the opening bell of the New York Stock ...,Alibaba,Technology,2,6,2,,,,
RETURNS FOR IPO ALIBABA UNIMPRESSIVE FOR MOST; FIRM OPENS SHARES AT $68; POWER IN HANDS OF INSIDERS,San Jose Mercury News,9/19/2014,655,"Unlike the big IPOs that have rained wealth onto Silicon Valley and lined the pockets of tech employees, Alibaba won't be the blockbuster payday the valley has come to associate with public offerings.",Alibaba,Technology,2,6,2,,,,
"It's no Alibaba, but cancer drug developer Calithera boosts IPO",Silicon Valley/San Jose Business Journal,9/19/2014,506,,Alibaba,Technology,2,6,2,,,,
Alibaba's record IPO poised for take off on Wall Street,Silicon Valley/San Jose Business Journal,9/19/2014,699,,Alibaba,Technology,2,6,2,,,,
"After big IPO, stocks can often disappoint Alibaba's already so popular, it will...",South Florida Sun-Sentinel,9/19/2014,614,,Alibaba,Technology,2,6,4,,,,
Alibaba IPO is wake-up call for Silicon Valley,The Burlington Free Press,9/19/2014,315,"san francisco É?? When its stock begins trading on the New York Stock Exchange today, Alibaba will become one of the world's most valuable Internet companies, alongside Google and Facebook.",Alibaba,Technology,2,6,4,,,,
ALIBABA POISED FOR BIGGEST IPO EVER,The Capital Times & Wisconsin State Journal,9/19/2014,551,"Alibaba, the Chinese e-commerce powerhouse named after a fabled, poor woodsman who discovers a thieves' den full of treasures, is ready to strike it rich on the New York Stock Exchange.",Alibaba,Technology,2,6,4,,,,
Alibaba IPO set to be the biggest ever. What's behind the hype?,The Christian Science Monitor,9/19/2014,1064,"Investors are clamoring to get a piece of Alibaba, the online shopping website based in Hangzhou, China, often referred to as ""China's Amazon.""",Alibaba,Technology,2,6,4,,,,
Alibaba prices IPO at $68 per share,The Coeur d'Alene Press,9/19/2014,484,"Alibaba, the Chinese e-commerce powerhouse named after a fabled, poor woodsman who discovers a thieves' den full of treasures, is ready to strike it rich on the New York Stock Exchange.",Alibaba,Technology,2,6,4,,,,
Yahoo rakes in jackpot from Alibaba's IPO,The Fresno Bee,9/19/2014,494,,Alibaba,Technology,2,6,4,,,,
Yahoo rakes in jackpot from Alibaba's IPO,The Herald,9/19/2014,494,,Alibaba,Technology,2,6,4,,,,
Yahoo rakes in jackpot from Alibaba's IPO,The Island Packet,9/19/2014,494,,Alibaba,Technology,2,6,4,,,,
