Headline,Source,Date,Word Count,Text,Company,Industry,IPO Period,Day of Week,Source Tier,Sentiment,List Price,Market Price,Difference,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Seagate, Broadcom, AOL fuel tech gains; Sector boosted by results while awaiting Facebook IPO filing",MarketWatch,2/1/2012,662,"SAN FRANCISCO (MarketWatch) É?? Big gains from Seagate Technology PLC, AOL Inc. and Broadcom Corp. highlighted an upbeat day for the tech sector Wednesday, but online-retailing giant Amazon.com Inc. failed to join in the rally following its ...",Facebook,Technology,1,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Facebook tops Google as biggest Internet IPO; $5 billion deal highlights social networking market's growth,MarketWatch,2/1/2012,347,"SAN FRANCISCO (MarketWatch) É?? Facebook Inc.'s $5 billion initial public offering would make it the biggest U.S. Internet IPO in history, surpassing the debut of the social networking giant's arch-rival Google Inc.",Facebook,Technology,1,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Facebook IPO: Web 2.0 valuations at a glance,MarketWatch,2/1/2012,135,"Recent companies in the Web 2.0 generation The $100 billion-plus club Facebook's eventual market capitalization won't be known until its market debut draws nearer, but it has been estimated in the $100 billion range. That puts it in the elite ...",Facebook,Technology,1,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Facebook IPO filing: What to look for,MarketWatch,2/1/2012,733,"An earlier version of this story misspelled Sheryl Sandberg's first name. The story has been corrected. SAN FRANCISCO (MarketWatch) É?? Facebook is widely believed to be readying its first initial-public-offering papers this week, with its ...",Facebook,Technology,1,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Facebook files for $5 billion IPO,MarketWatch,2/1/2012,273,"MARKETWATCH FRONT PAGE In its long-awaiting prospectus for public investors, the No. 1 social-media company reports making a profit of $1 billion in 2010.",Facebook,Technology,1,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Facebook's IPO will be way overvalued; Commentary: Facebook price-to-sales ratio projected to be sky high,MarketWatch,2/1/2012,712,"An earlier version of this column incorrectly reported the average price-to-sales ratio of IPOs comparable to Facebook. CHAPEL HILL, N.C. (MarketWatch) É?? Another Google?",Facebook,Technology,1,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Facebook IPO will be overvalued,MarketWatch,2/1/2012,42,A MarketWatch column published on Feb. 1 incorrectly reported the average price-to-sales ratio of IPOs comparable to Facebook. It has been corrected. See corrected column.,Facebook,Technology,1,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Letter from Mark Zuckerberg in Facebook IPO filing Facebook IPO: CEO Mark Zuckerberg's letter to potential investors,MarketWatch,2/1/2012,2281,"SAN FRANCISCO (MarketWatch) É?? The following is a letter from Facebook Chief Executive Mark Zuckerberg, included in the social-networking firm's IPO filing with the Securities and Exchange Commission late Wednesday.",Facebook,Technology,1,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Facebook Files $5 Billion IPO,MediaPost.com,2/1/2012,84,"Facebook Wednesday filed for an initial public offering to raise up to $5 billion in a deal that could ultimately value the social network at an estimated $75 billion to $100 billion. Though less than the $10 billion rumored, the ...",Facebook,Technology,1,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Facebook to file $5 billion IPO today,Memphis Business Journal Online,2/1/2012,124,"Facebook is expected to file paperwork with the U.S. Securities and Exchange Commission this morning for a $5 billion initial public stock offering, Reuters reports.",Facebook,Technology,1,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Facebook shoots for $5 billion in mega-IPO Facebook shoots for $5 billion in mega-IPO Facebook shoots for $5 billion in mega-IPO,Metro - Boston,2/1/2012,331,"Facebook filed on Wednesday to raise a targeted $5 billion in a hotly anticipated initial public offering, setting the stage for Silicon Valley's biggest-ever IPO.",Facebook,Technology,1,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Facebook shoots for $5 billion in mega-IPO,Metro - New York,2/1/2012,331,,Facebook,Technology,1,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Facebook shoots for $5 billion in mega-IPO,Metro - Philadelphia,2/1/2012,331,,Facebook,Technology,1,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Twin Cities wedding photographer gets a nod in Facebook IPO,Minneapolis/St. Paul Business Journal Online,2/1/2012,249,"A small Minneapolis wedding photography business nabbed a mention in Facebook's widely-anticipated IPO filing. The social-networking giant cited CM Photographics as an example of Facebook's ""relevance"" in the market. CM was one of ...",Facebook,Technology,1,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Facebook Warns of Government Regulation in $5 Billion IPO Filing,National Journal,2/1/2012,403,"Facebook warned that burdensome regulation and other challenges could mean É??there is no guaranteeÉ?ù that the social network won't go the way of competitors like MySpace or Friendster, according to documents the company filed on Wednesday as ...",Facebook,Technology,1,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The won percent Facebook IPO: second windfall for a few insiders,New York Post,2/1/2012,523,Imagine winning the lottery. Twice. That's how it will feel today for an elite cadre of Facebook workers should the social network giant - as expected - file the paperwork for its much-anticipated mammoth stock offering.,Facebook,Technology,1,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Facebook IPO could value it among top companies,Observer-Dispatch,2/1/2012,332,"Facebook IPO could value it among top companies When Facebook makes its long-expected debut as a public company this spring, the social-networking company will likely vault into the ranks of the largest public companies in the world, ...",Facebook,Technology,1,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Facebook filing $5B IPO today,Philadelphia Business Journal Online,2/1/2012,204,Facebook Inc. will reportedly file for a $5 billion initial public offering Wednesday with Morgan Stanley as its banking lead. Reuters cited unnamed sources who said that the world's biggest social networking company is filing for a ...,Facebook,Technology,1,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Facebook may file $5B IPO today,Portland Business Journal Online,2/1/2012,114,"Facebook Inc. will reportedly file for a $5 billion initial public offering Wednesday with Morgan Stanley as its banking lead. As the Silicon Valley / San Jose Business Journal reports, Reuters is citing unnamed sources as saying that the ...",Facebook,Technology,1,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Regional stocks: Wall Street gains on Facebook IPO,Portland Business Journal Online,2/1/2012,163,"Facebook filed plans for its initial public offering Wednesday and the market reacted positively. The Dow Jones Industrial Average closed up 83.55 points to 12,716, the NASDAQ closed up 34.43 points to 2,848 and the S&P 500 closed up ...",Facebook,Technology,1,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Facebook files for $5B IPO,Portland Business Journal Online,2/1/2012,273,"Facebook Inc. filed for a $5 billion initial public offering Wednesday, saying it plans to use the ticker symbol FB. The world's biggest social networking company said in the filing that its annual revenue in 2011 was $3.71 billion, up ...",Facebook,Technology,1,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Will Patent Lawsuits Affect Facebook IPO?,PR Newswire,2/1/2012,310,"IPO News Today Offers In-Depth News Coverage of Facebook IPO WASHINGTON, Feb. 1, 2012 /PRNewswire-USNewswire/ -- Busy with preparations for one of the biggest IPOs ever, Facebook has to deal with several lawsuits accusing it of patent ...",Facebook,Technology,1,4,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Will Facebook deliver an IPO surprise?,Press-Register,2/1/2012,462,,Facebook,Technology,1,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Will Facebook deliver an IPO surprise? Will Facebook deliver an IPO surprise?,Press-Register,2/1/2012,462,"Will Facebook deliver an IPO surprise? Associated Press File Name=B934839A,Slug=bc-us--facebookipo-twist a0758,Page Name=3MR0201C0201,Author=ap streams,",Facebook,Technology,1,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Facebook surrenders its privacy in IPO documents,Rutland Herald,2/1/2012,1012,SAN FRANCISCO (AP) -- Facebook is baring its business soul. The unveiling came late Wednesday when the company that depends on people to share their lives online filed its plans to raise $5 billion in an initial public offering of stock. ...,Facebook,Technology,1,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Facebook seen filing $5B IPO plans,Sacramento Business Journal Online,2/1/2012,110,"Facebook Inc. will reportedly file for a $5 billion initial public offering Wednesday with Morgan Stanley as its banking lead, according to the Silicon Valley / San Jose Business Journal.",Facebook,Technology,1,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Facebook files much-anticipated IPO,San Antonio Business Journal Online,2/1/2012,230,Social-media giant Facebook filed paperwork with the Securities and Exchange Commission to raise $5 billion through a public offering of stock on Wednesday.,Facebook,Technology,1,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Facebook chooses Morgan Stanley for IPO,San Francisco Business Times Online,2/1/2012,100,"Sources say Facebook Inc. has chosen Morgan Stanley to lead its long-awaited initial public offering, Bloomberg reports. The social networking company is expected on Wednesday to file plans to raise $5 billion, an amount that may be ...",Facebook,Technology,1,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Facebook IPO boosts area economy,San Francisco Business Times Online,2/1/2012,100,"The Bay Area economy is already seeing a boost from Facebook Inc.'s planned initial public offering as the company begins the process, the Mercury News reports.",Facebook,Technology,1,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Facebook registers for $5 billion IPO,San Francisco Business Times Online,2/1/2012,379,Facebook Inc. registered Wednesday for an up to $5 billion initial public offering of its stock. The Menlo Park social networking giant disclosed in an S1 filing with the Securities and Exchange Commission that it has 845 million monthly ...,Facebook,Technology,1,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Facebook filing details $5 billion IPO, revenues",SeattlePI.com,2/1/2012,1176,"Facebook made years of speculation official today by filing plans for a $5 billion initial stock offering, setting the stage for the most hyped, head-spinning, eyebrow raising public stock market debut for any Internet company since Google ...",Facebook,Technology,1,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Facebook's IPO by the numbers,SeattlePI.com,2/1/2012,213,"Here are some of the key numbers from today's filing with the Securities and Exchange Commission: The IPO Total money sought: $5 billion, though that number could be adjusted later, Bloomberg reported.",Facebook,Technology,1,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Road to IPO: Milestones in Facebook's history,SeattlePI.com,2/1/2012,599,Some key developments in the eight years since Facebook's creation: February 2004: Mark Zuckerberg starts Facebook as a sophomore at Harvard University.,Facebook,Technology,1,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Slideshow: Facebook's road to an IPO,Silicon Valley/San Jose Business Journal,2/1/2012,106,"From a small site at Harvard that nearly got Mark Zuckerberg expelled to the largest social network in the world, Facebook's story has been packed with enough drama to fill a Hollywood movie. In fact, it did fill a Hollywood movie. ...",Facebook,Technology,1,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Facebook $5B IPO filing expected,Silicon Valley/San Jose Business Journal,2/1/2012,143,,Facebook,Technology,1,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Facebook files for $5B IPO,Silicon Valley/San Jose Business Journal,2/1/2012,409,"Facebook Inc. filed for a $5 billion initial public offering Wednesday, saying it plans to use the ticker symbol FB. The world's biggest social networking company said in the filing that its annual revenue in 2011 was $3.71 billion, up ...",Facebook,Technology,1,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Facebook's Zynga effect and more nuggets from IPO filing,Silicon Valley/San Jose Business Journal,2/1/2012,437,"Zynga games like Farmville and Frontierville play a big part in Facebook's revenue, according to one of the nuggets buried in the ""risk"" section of the social networking giant's IPO filing on Wednesday.",Facebook,Technology,1,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Facebook seen filing $5B IPO plans Facebook $5B IPO filing expected,Silicon Valley/San Jose Business Journal,2/1/2012,192,Facebook Inc. will reportedly file for a $5 billion initial public offering Wednesday with Morgan Stanley as its banking lead. Reuters cited unnamed sources who said that the world's biggest social networking company is filing for a ...,Facebook,Technology,1,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Facebook to file $5 billion IPO today,St. Louis Business Journal Online,2/1/2012,83,"Facebook is expected to file paperwork with the Securities and Exchange Commission this morning for a $5 billion initial public stock offering, Reuters reports. The company has selected Morgan Stanley Goldman Sachs, Bank of America Merrill ...",Facebook,Technology,1,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Is surprise coming in Facebook's stock debut? Some think company may set aside some IPO shares for site's users,St. Paul Pioneer Press,2/1/2012,478,"Facebook founder Mark Zuckerberg turns up at business conventions in a hoodie. ""Cocky"" is the word used to describe him most often after ""billionaire."" He was Time's person of the year at 26.",Facebook,Technology,1,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Facebook Files IPO,StreetInsider.com,2/1/2012,2372,"Facebook filed its much anticipated IPO after the close of trading Wednesday. The social media juggernaut will look to raise $5 billion in the offering and will list under the stock symbol (NYSE: FB) (NASDAQ: FB), although an exchange has ...",Facebook,Technology,1,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Market Wrap: Green Mountain is Victorious; Auto Sales (Mostly) Rose in January; AMR Corp.'s Plans; Oh Yea, Facebook Filed an IPO",StreetInsider.com,2/1/2012,359,"Market wrap-up for February 1st End of the Day: Dow Jones up 83.6 to 12,716.46; Nasdaq up 34.4 to 2,848.27; S&P 500 up 11.7 to 1,324.09 The following is a brief summary of events moving markets today:",Facebook,Technology,1,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nasdaq CEO Said They're Still Talking With Facebook On Listing IPO,StreetInsider.com,2/1/2012,43,Headlines from Dow Jones suggest Nasdaq (Nasdaq: NDAQ) CEO said they are still talking with Facebook (NYSE: FB) -or- (Nasdaq: FB) on stock listing and looks forward to presenting their package.,Facebook,Technology,1,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Facebook IPO Filed,StreetInsider.com,2/1/2012,6,Facebook IPO filed,Facebook,Technology,1,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Will Facebook deliver IPO twist?,The Anniston Star,2/1/2012,197,"NEW YORK É?? Facebook founder Mark Zuckerberg turns up at business conventions in a hoodie. É??CockyÉ?ù is the word used to describe him most often, after É??billionaire.É?ù He was Time's person of the year at 26.",Facebook,Technology,1,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Facebook IPO: Could it backfire if users revolt?,The Christian Science Monitor,2/1/2012,704,"The Facebook IPO will make some people very rich, but social- media experts suggest that it could force Facebook to put profits over user experience - and that could cause problems.",Facebook,Technology,1,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Facebook IPO: Are users really worth $125 each?,The Christian Science Monitor,2/1/2012,749,The Facebook IPO suggests that the social network's 800 million users are worth $100 billion. What role will Facebook's audience play as the mega giant files what could become one of the largest IPOs of all time.,Facebook,Technology,1,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"With Facebook IPO, time to friend privacy",The Christian Science Monitor,2/1/2012,763,"Facebook's IPO, or initial public offering, will lead to shareholder pressure on the firm to squeeze profits out of users' personal data. Google, too, faces more scrutiny as it mines user data even more. Privacy watchdogs need to ...",Facebook,Technology,1,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"For Facebook IPO, experts expecting the unexpected",The Daily Gazette,2/1/2012,756,"NEW YORK -- Facebook founder Mark Zuckerberg turns up at business conventions in a hoodie. ""Cocky"" is the word used to describe him most often, after ""billionaire."" He was Time's person of the year at 26.",Facebook,Technology,1,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Will Facebook deliver an IPO surprise for potential investors?,The Hawk Eye,2/1/2012,603,"Wall Street, others watching for a twist. NEW YORK -- Facebook founder Mark Zuckerberg turns up at business conventions in a hoodie. ""Cocky"" is the word used to describe him most often, after ""billionaire."" He was ...",Facebook,Technology,1,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Facebook IPO filing reveals first look at company's finances,The Oakland Tribune,2/1/2012,1421,"Declaring that was built to be not just a company but also to ""accomplish a social mission,"" the idealistic young creator of the world's largest online social network launched what will be the biggest Internet IPO in Silicon ...",Facebook,Technology,1,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
