,Headline,Source,Date,Word Count,Text,Company,Industry,IPO Period,Day of Week,Source Tier,neutral,weakneg,weakpos,strongpos,strongneg
4765,Twitter valuation rising  gets first buy rating ahead of IPO,Los Angeles Times,10/7/2013,540,SAN FRANCISCO -- In some ways  it would seem a tough sell: After seven years  Twitter still isn't profitable and it doesn't seem like it will be any time soon. It has just begun to ramp up its advertising business  which will require ...,Twitter,Technology,1,2,1,8,0,0,4,0
4766,Twitter gets $1-billion credit line ahead of IPO,Los Angeles Times,10/22/2013,211,SAN FRANCISCO -- Wall Street is rolling out the red carpet for Twitter. The company has received a $1-billion credit line from some of the banks underwriting its initial public stock offering.,Twitter,Technology,1,3,1,0,0,0,0,0
4767,Twitter sets IPO price range at $17 to $20 a share,Los Angeles Times,10/24/2013,320,SAN FRANCISCO -- Twitter priced its hotly anticipated initial public offering at $17 a share to $20 a share on Thursday in a deal that could value the company at up to $11 billion.,Twitter,Technology,1,5,1,2,0,0,3,0
4768,Twitter prices IPO below expectations  moves date to Nov. 6,Los Angeles Times,10/24/2013,715,We can expect the deal to be substantially oversubscribed  given that they are offering relatively few shares and the price appears to be compelling ' an analyst says.,Twitter,Technology,1,5,1,6,0,3,1,0
4769,Twitter unveils low-key video to pitch investors on IPO,Los Angeles Times,10/25/2013,291,SAN FRANCISCO -- Twitter has unveiled its âroad showâ video  part of its pitch to investors as it prepares for its hotly anticipated initial public stock offering.,Twitter,Technology,1,6,1,0,0,0,0,0
4770,Twitter IPO demand so strong  window for share orders to close early,Los Angeles Times,11/4/2013,170,SAN FRANCISCO -- With strong demand for its shares  Twitter is going to close the book on its initial public offering a day earlier than expected.,Twitter,Technology,1,2,1,2,0,4,0,0
4771,Twitter raises price range for IPO,Los Angeles Times,11/4/2013,405,,Twitter,Technology,1,2,1,0,0,0,0,0
4772,CEO Dick Costolo is helping Twitter IPO take flight,Los Angeles Times,11/6/2013,1574,A seasoned executive with a substantial corporate track record  Costolo was exactly what Twitter needed three years ago when he took the helm of the troubled start-up.,Twitter,Technology,1,4,1,4,0,5,0,1
4773,It's official: $26 a share as Twitter prices IPO,Los Angeles Times,11/6/2013,512,SAN FRANCISCO -- Twitter settled on $26 a share for its initial public offering late Wednesday  above its already higher target range. Twitter reached the decision after a lengthy debate between the underwriters and company executives.,Twitter,Technology,1,4,1,0,0,1,0,0
4774,Twitter ads show promise ahead of IPO  survey says,Los Angeles Times,11/6/2013,753,SAN FRANCISCO -- Twitter may still be a small player in the digital advertising world  but its advertising platform has more promise than that of Facebook and could justify the company's potential market value  which has risen by several ...,Twitter,Technology,1,4,1,8,0,5,2,0
4775,For Twitter  it's an ideal IPO market,Los Angeles Times,11/6/2013,853,The IPO market is entering this very exuberant stage now ' said one IPO expert. Twitter has both benefited from the IPO frenzy and helped to stoke it.,Twitter,Technology,1,4,1,2,0,1,4,1
4776,Twitter shares soar 73% in IPO,Los Angeles Times,11/7/2013,1125,Twitter shares close at $44.90 on the stock's debut as trading goes off without a hitch  leading it to be called the 'anti-Facebook IPO.' NEW YORK â In a mere instant â or about the time it takes to send a 140-character message â Twitter ...,Twitter,Technology,2,5,1,0,0,0,0,2
4777,Twitter employees snap pictures  shoot Vines during IPO,Los Angeles Times,11/7/2013,376,Twitter began trading publicly Thursday morning  and as you might guess  the company's employees took to the social network and Vine to document the event  giving us an insider's look at the experience.,Twitter,Technology,2,5,1,4,0,0,0,0
4778,NYSE: Twitter IPO went smoothly,Los Angeles Times,11/7/2013,387,NEW YORK -- The New York Stock Exchange can breathe a little easier. Shortly after Twitter Inc. debuted on the stock market Thursday morning  executives with the exchange's parent NYSE Euronext reported a glitch-free initial public offering.,Twitter,Technology,2,5,1,0,2,0,1,0
4779,Twitter IPO creates paper billionaires,Los Angeles Times,11/7/2013,431,With Twitter stock up 73% from Wednesday's price  top execs and major investors are in the catbird seat. Seventy million shares were sold  raising $1.82 billion.,Twitter,Technology,2,5,1,2,0,2,0,0
4780,Meet Glenn Carell  the human assigned to prevent a Twitter IPO fiasco,Los Angeles Times,11/7/2013,487,NEW YORK -- The man standing between Twitter and an IPO meltdown was powered by coffee and a blueberry muffin. Glenn Carell  a specialist with Barclays  was tasked essentially with playing the air traffic controller for the microblogging ...,Twitter,Technology,2,5,1,0,0,0,0,1
4781,How Twitter's IPO should unfold at the NYSE,Los Angeles Times,11/7/2013,667,NEW YORK -- The New York Stock Exchange has one simple task Thursday: Do not fumble Twitter's IPO. But don't be alarmed if Twitter doesn't start trading immediately when the market opens. It's not unusual for hot initial public offerings to ...,Twitter,Technology,2,5,1,3,2,2,2,3
4782,Dick Costolo talks Twitter IPO before NYSE opening bell,Los Angeles Times,11/7/2013,715,SAN FRANCISCO -- Twitter Chief Executive Dick Costolo broke his silence on Thursday as his company prepared for its trading debut on the New York Stock Exchange  telling CNBC that Twitter was comfortable raising its initial public offering ...,Twitter,Technology,2,5,1,0,0,0,2,1
4783,Fresh off IPO  Twitter announces custom timelines for tweets,Los Angeles Times,11/12/2013,345,For its first new major feature since becoming a publicly traded company  Twitter on Tuesday announced custom timelines  which are public feeds that users can create and add tweets to.,Twitter,Technology,2,3,1,2,0,0,2,0
4784,Twitter raises price range; IPO becomes more like Facebook's Twitter raises price range for IPO,Los Angeles Times,11/4/2013,372,SAN FRANCISCO -- Twitter has raised the price range for its hotly anticipated initial public offering to between $23 and $25 ahead of its initial public offering on Thursday.,Twitter,Technology,1,2,1,0,0,0,0,0
4785,Twitter IPO could help it compete with tech giants ROAD TO IPO; Going public may help Twitter compete; The firm needs more cash to challenge tech giants Facebook and Google  analysts say.,Los Angeles Times,9/24/2013,1071,Twitter needs a massive infusion of cash to fuel its global expansion and challenge the likes of Facebook and Google  analysts say. SAN FRANCISCO â Just days before telling the world that his company had filed to sell stock to the public  ...,Twitter,Technology,1,3,1,14,2,2,2,0
4786,NYSE has edge over Nasdaq in battle of exchanges for Twitter IPO NYSE may be ahead in bid for Twitter IPO,Los Angeles Times,9/24/2013,348,SAN FRANCISCO -- It's looking more and more like the New York Stock Exchange will win the Tweetstakes  the hotly contested battle with the Nasdaq Stock Market for Twitter's initial public stock offering.,Twitter,Technology,1,3,1,2,0,0,0,0
4787,Twitter IPO hurdle: The service is well known but not widely used Twitter well known but not widely used; Ahead of IPO  firm has to prove to inves...,Los Angeles Times,10/1/2013,1254,Most people know what Twitter is  but many don't know how or why they should use it. Twitter has to prove to investors it can broaden its appeal  analysts say.,Twitter,Technology,1,3,1,15,0,2,2,0
4788,In San Francisco  Twitter's IPO stokes debate over wealth it created In a flap over IPO; Twitter going public stokes a heated debate in San Fr...,Los Angeles Times,11/11/2013,1571,Most of Twitter's roughly 2 000 employees became paper millionaires with the company's blockbuster IPO  prompting a heated debate in San Francisco about whether this newfound wealth should be cheered or feared.,Twitter,Technology,2,2,1,3,0,0,2,2
4789,New hire sets stage for Twitter IPO; Former Ticketmaster chief will lead online commerce and help build revenue.,Los Angeles Times,8/28/2013,965,Twitter hired Ticketmaster's former chief executive to spearhead an ambitious push into online commerce  fueling speculation that the social network could move quickly toward an initial public offering -- as soon as early 2014.,Twitter,Technology,1,4,1,6,0,3,0,0
4790,To keep it brief: Twitter files for IPO,Los Angeles Times,9/13/2013,1236,Twitter made the surprise announcement that it planned to sell stock to the public as only Twitter could: in less than 140 characters. It revealed Thursday that it had filed the initial paperwork for a public offering in a tweet. A second ...,Twitter,Technology,1,6,1,6,0,0,0,0
4791,Twitter learns from Facebook's IPO; Analysts say firm is likely to price its stock more modestly so it has room to grow.,Los Angeles Times,9/14/2013,1151,Call it the anti-Facebook IPO. It may be the most hotly anticipated initial public stock offering since Facebook Inc. But Twitter Inc. is doing all it can to distance itself from the Facebook fiasco  which has become a case study on how not ...,Twitter,Technology,1,7,1,7,0,0,0,1
4792,TECH SAVVY; Twitter is likely to use typical IPO  experts say,Los Angeles Times,9/14/2013,731,Twitter on Thursday disclosed in a tweet that it had confidentially filed for an initial public offering -- a major step for the popular micro-blogging site.,Twitter,Technology,1,7,1,4,0,2,0,0
4793,ROAD TO IPO; Going public may help Twitter compete; The firm needs more cash to challenge tech giants Facebook and Google  analysts say.,Los Angeles Times,9/24/2013,1079,,Twitter,Technology,1,3,1,6,1,1,0,0
4794,NYSE may be ahead in bid for Twitter IPO,Los Angeles Times,9/25/2013,323,,Twitter,Technology,1,4,1,0,0,0,0,0
4795,Twitter well known but not widely used; Ahead of IPO  firm has to prove to inves...,Los Angeles Times,10/2/2013,1230,,Twitter,Technology,1,4,1,4,0,0,1,0
4796,Eight things investors will look for in Twitter IPO filing,Los Angeles Times,10/3/2013,676,As soon as this week  Twitter Inc. will make public its secret filing to sell stock to the public. It's called an S-1 filing  and it's the form companies have to file with the Securities and Exchange Commission before their shares can be ...,Twitter,Technology,1,5,1,2,0,0,0,0
4797,Twitter lifts curtain on secret IPO filing; The firm reveals strong revenue growth but mounting losses and offers a warning. Still  analy...,Los Angeles Times,10/4/2013,1272,As Twitter Inc. opened itself up to public scrutiny for the first time  it did not limit itself to 140 characters -- not even to 140 pages. Twitter on Thursday made public 240 pages of documents it filed secretly over the summer  starting ...,Twitter,Technology,1,6,1,8,1,4,0,5
4798,Twitter sets IPO price range; The $17-$20 target is below expectations. Date is moved up to Nov. 6  a source says.,Los Angeles Times,10/25/2013,686,Twitter has set the price range of its hotly anticipated initial public offering between $17 and $20 a share  with hopes of raising as much as $1.4 billion.,Twitter,Technology,1,6,1,6,0,0,2,0
4799,Twitter ups IPO price range; Boost to $23 to $25 a share may be a sign of high demand among institutional investors.,Los Angeles Times,11/5/2013,397,Twitter Inc.  signaling demand for its shares are high among institutional investors  has raised the price range for its initial public offering to $23 to $25 ahead of what is expected to be stock's first day of trading Thursday.,Twitter,Technology,1,3,1,4,0,0,1,0
4800,CEO Dick Costolo helps to hatch Twitter's IPO; A seasoned executive was what the start-up needed when he took the helm three years ago.,Los Angeles Times,11/6/2013,1556,Dick Costolo doesn't fit the profile of a typical tech start-up chief executive. He's not a twentysomething college dropout. He didn't start Twitter Inc. in his dorm room. And he doesn't wear a hoodie.,Twitter,Technology,1,4,1,2,0,3,0,0
4801,Twitter's timing may be perfect; 'The IPO market is entering this very exuberant stage now ' one expert says.,Los Angeles Times,11/7/2013,833,If the initial public offering of Twitter Inc. had to be summed up in one of the company's famously pithy tweets  this would be it: The timing couldn't be better.,Twitter,Technology,2,5,1,6,0,3,5,0
4802,Twitter soars with IPO; Strong demand for a piece of the not-yet- profitable company vaults it into the ranks of the Internet's elite.,Los Angeles Times,11/8/2013,1163,In a mere instant -- or about the time it takes to send a 140-character message -- Twitter became one of the Internet's most valuable properties  capping a dizzying seven-year rise from scrappy start-up to a major publicly traded company.,Twitter,Technology,2,6,1,3,0,2,5,2
4803,In a flap over IPO; Twitter going public stokes a heated debate in San Fr...,Los Angeles Times,11/12/2013,1598,,Twitter,Technology,2,3,1,0,0,0,0,0
4804,Twitter's earnings report is letdown; In its first since IPO  the company reveals slow user growth and modest 2014 outlook.,Los Angeles Times,2/6/2014,885,"Back when Twitter crashed frequently  users were shown the ""fail whale "" a flock of Twitter birds lifting an apologetic marine mammal. For investors  the ""fail whale"" made a comeback Wednesday as Twitter Inc. released its first earnings ...",Twitter,Technology,2,5,1,6,2,2,2,2
4805,Twitter IPO puts focus on new law; The JOBS Act lets start-ups seeking to go public file their paperwork secretly. Twitter's âstealth IPO' shines spotlight on JOBS Act's effects,Los Angeles Times,10/1/2013,1404,In fewer than 140 characters  or 24 words  Twitter Inc. disclosed that it was planning the highest-profile public stock offering since Facebook Inc.,Twitter,Technology,1,3,1,0,0,2,0,0
4806,Twitter Pre-IPO Report Released by S&P Capital IQ Equity Research,M2 EquityBites,11/1/2013,210,New York-based S&P Capital IQ Equity Research has issued a special 16-page pre-IPO report on the IPO of social media service Twitter expected on or about November 7.,Twitter,Technology,1,6,4,0,0,0,1,0
4807,Twitter Added to Wilshire 5000 Following IPO,M2 EquityBites,11/13/2013,149,Social media firm Twitter Inc (NYSE: TWTR) will be added to the Wilshire 5000 Total Market Index effective after the markets close on Friday November 15 2013 according to financial services firm Wilshire Associates Inc.,Twitter,Technology,2,4,4,4,0,1,2,0
4808,Jack Born; Twitter IPO Study: High Income Shoppers Earning Over $100K Ignore Social Media  Embrace Email Marketing According to Google Study by Software Entrepreneur Jack Born,Marketing Weekly News,11/16/2013,470,,Twitter,Technology,2,7,4,0,1,1,0,0
4809,What Twitter learned from Facebook IPO flop; Company has focused on mobile  how businesses gain from site,MarketWatch,9/13/2013,983,SAN FRANCISCO (MarketWatch) â The day before Twitter disclosed that it has filed papers for an initial public offering  Facebook Inc. Chief Executive Mark Zuckerberg was asked what advice he would give to the microblogging site about going ...,Twitter,Technology,1,6,1,2,0,2,1,0
4810,Twitter unwraps IPO details; Social network shows strong revenue growth  net losses,MarketWatch,10/3/2013,1090,SAN FRANCISCO (MarketWatch) â Twitter revealed its filing for a proposed initial public offering on Thursday afternoon  setting in motion a debut that could be the most significant tech IPO since Facebook Inc. went public last year.,Twitter,Technology,1,5,1,7,0,4,0,1
4811,Tech stocks slump as Twitter IPO soars; Facebook  LinkedIn lead sector into the red; Groupon falls ahead of results,MarketWatch,11/7/2013,335,SAN FRANCISCO (MarketWatch) â Tech stocks fell hard Thursday despite the strong debut of Twitter on the New York Stock Exchange  as social-network rivals Facebook  LinkedIn and Yelp all saw notable declines.,Twitter,Technology,2,5,1,0,8,4,0,0
4812,5 of the costliest tweets ever; Twitter's IPO aside  even tweets can move the market,MarketWatch,11/8/2013,1048,Sticks and stones may break bones  but 140 characters can do a whole lot more damage. Those who bought Twitter Â stock must be happy with the stock's performance post-IPO Thursday  but erroneous Tweets have also cost some users big.,Twitter,Technology,2,6,1,6,0,2,2,4
4813,Stock futures recover most of post-jobs dive; Twitter roughly flat in premarket trading after blockbuster IPO,MarketWatch,11/8/2013,583,NEW YORK (MarketWatch) â U.S. stock futures showed little change Friday  paring losses that came after a better-than-expected October jobs report spurred bets that the Federal Reserve could begin tapering its bond-buying program sooner than ...,Twitter,Technology,2,6,1,5,2,3,2,1
4814,Twitter patent policy faced pre-IPO scrutiny; Giving inventors more say on patents was questioned by the SEC,MarketWatch,12/6/2013,648,SAN FRANCISCO (MarketWatch) â Twitter Inc. policy giving engineers more say on the way the company enforces patents raised concerns among securities regulators  who asked the company to explain its unusual system in the weeks leading up to ...,Twitter,Technology,2,6,1,2,2,2,0,2
4815,Of Course They Tweeted Their IPO: Twitter Files,MediaPost.com,9/12/2013,416,,Twitter,Technology,1,5,4,0,0,0,0,0
4816,Twitter Files 'Confidential' IPO,MediaPost.com,9/12/2013,310,Twitter said Thursday the company took the first step toward going public by submitting to the Securities and Exchange Commission a confidential S-1 filing  which means the company admits to generating less than $1 billion in annual ...,Twitter,Technology,1,5,4,2,0,2,0,0
4817,Twitter Sets Pre-Market IPO Price  Focuses On Mobile  Content,MediaPost.com,10/25/2013,323,,Twitter,Technology,1,6,4,0,0,0,0,0
4818,Twitter Raises IPO Price,MediaPost.com,11/4/2013,366,If you were hoping to cash in on the Twitter craze when the company goes public on Thursday of this week  the price tag just got a little richer: the company announced Monday that it is raising the price range for the initial public ...,Twitter,Technology,1,2,4,0,2,0,4,1
4819,Marketers  Analysts All A Twitter With IPO,MediaPost.com,11/6/2013,405,Analysts expect Twitter's stock to price above $23 per share when the company goes public Thursday  but the real question becomes how with the company going public influence advertising services in the future.,Twitter,Technology,1,4,4,2,0,2,0,0
4820,Twitter Stock Soars in IPO,MediaPost.com,11/7/2013,286,"Any fears that Twitter might replicate Facebook's ""busted IPO"" with a debacle on the first day of trading were dispelled today when the stock soared above its opening price. The stock debuted at $26 per share but immediately skyrocketed  ...",Twitter,Technology,2,5,4,3,0,1,0,3
4821,Post-IPO  Twitter U.S. Growth Remains Key Question,MediaPost.com,11/8/2013,644,With its strong market debut on Thursday  Twitter showed investors are banking on the microblogging service to become a profitable  multibillion dollar-a-year player in the mobile/social space in the years ahead.,Twitter,Technology,2,6,4,4,0,2,2,0
4822,Of Course They Tweeeted Their IPO: Twitter Files Of Course They Tweeted Their IPO: Twitter Files,MediaPost.com,9/12/2013,414,Is it possible to file for an IPO in 140 characters or less? Well  Twitter pretty much did it  or announced the filing  appropriately enough in a 5 pm Tweet from @twitter.,Twitter,Technology,1,5,4,6,0,2,1,0
4823,Twitter Sets Pre-Market IPO Price  Focuses On Mobile  Content Twitter Sets Pre-Market IPO Price  Focuses On Mobile  Content Twitter Sets Pre-Market IPO Price  Focuses On Mobile  Content Twitter Sets Pre-Market IPO Price  Focuses On Mobile  Content,MediaPost.com,10/25/2013,323,Following several Twitter registration statement filings with the U.S. Securities and Exchange Commission for an initial public offering  the company filed papers setting the public stock price at between $17 and $20 per share. It plans to ...,Twitter,Technology,1,6,4,0,0,0,0,0
4824,Twitter announces IPO,Memphis Business Journal Online,9/13/2013,317,"Twitter is finally going public  after submitting an S-1 to the Securities and Exchange Commission. The San Francisco company announced the much-anticipated move in a Tweet  this afternoon  saying  ""We've confidentially submitted an S-1 to ...",Twitter,Technology,1,6,4,2,0,0,0,0
4825,Twitter files to raise up to $1B in IPO,Memphis Business Journal Online,10/4/2013,672,Twitter revealed plans to raise up to $1 billion in an IPO filing on Thursday  giving the most extensive look yet at how the social media giant is doing.,Twitter,Technology,1,6,4,9,0,0,0,0
4826,Is this the right time for Twitter's IPO? Bloomberg (Video),Milwaukee Business Journal Online,9/16/2013,60,Betaworks CEO John Borthwick weighs in on the timing of Twitter's IPO. The report is from Bloomberg Television. Did you find this article useful? Why not subscribe  to The Business Journal of Milwaukee for more articles and leads? Visit ...,Twitter,Technology,1,2,4,0,0,3,2,0
4827,Twitter won't be the No. 1 Internet IPO,Montgomery Advertiser,9/29/2013,180,,Twitter,Technology,1,1,4,0,0,0,0,0
4828,Twitter IPO sets billionaires in flight,Montgomery Advertiser,11/8/2013,401,,Twitter,Technology,2,6,4,0,0,0,0,0
4829,Twitter IPO shares safely locked up,Montgomery Advertiser,11/17/2013,503,When people send Twitter messages it's all rush  rush  rush. But when it comes to executives cashing out following the companies' IPO  it's going to be slow  slow  slow.,Twitter,Technology,2,1,4,0,6,0,0,0
4830,Twitter keeps its IPO shares safely locked up,Montgomery Advertiser,11/17/2013,508,,Twitter,Technology,2,1,4,0,0,0,0,0
4831,Twitter IPO shares safely locked up Twitter keeps its IPO shares safely locked up,Montgomery Advertiser,11/17/2013,505,When people send Twitter messages it's all rush  rush  rush. But when it comes to executives cashing out following the companies' IPO  it's going to be slow  slow  slow.,Twitter,Technology,2,1,4,0,6,0,0,0
4832,IPO: How to get in on Twitter's stock offering,Nashville Business Journal Online,9/13/2013,115,First things first: It's going to be a while before Twitter shares are trading on Wall Street. For those looking to get in on the ground floor   USA Today has this piece  offering some hope that Twitter will follow Facebook's lead and offer ...,Twitter,Technology,1,6,4,2,1,0,2,0
4833,Twitter making moves toward IPO; Wall Street underwriters competing for role,New York Business Journal Online,8/21/2013,130,The long-rumored Twitter IPO could come in the next few months   The New York Post reported Wednesday . The San Francisco-based microblogging network has held talks with underwriters -- the Post speculates JP Morgan Chase (NYSE: JPM)  ...,Twitter,Technology,1,4,4,4,0,0,0,0
4834,Duly Noted: Goldman's sweet haul from Twitter's upcoming IPO (Video),New York Business Journal Online,10/29/2013,338,On the ground one year after Hurricane Sandy wrought devastation across the northeast  politicians and industry leaders are putting in place policies to help withstand and then quickly recover from a similar disaster. Up in the air  ...,Twitter,Technology,1,3,4,0,0,2,2,2
4835,Twitter IPO spurs Nasdaq  NYSE battle Twitter IPO spurs Nasdaq  NYSE battle,New York Business Journal Online,9/17/2013,156,Twitter Inc.'s planned initial public offering has set off a battle between the Nasdaq Stock Market and the rival New York Stock Exchange  both of which hope to land the social-media icon.,Twitter,Technology,1,3,4,0,0,4,2,0
4836,FLYIN' RIGHT Facebook in mind for Twitter IPO launch,New York Daily News,9/14/2013,972,TWITTER'S IPO is poised to have all of the buzz - but potentially less of the fuss and muss - of Facebook's disastrous market debut. There's little doubt the seven-year-old microblogging service's hotly anticipated initial public offering  ...,Twitter,Technology,1,7,2,0,4,0,0,5
4837,$1B Twitter IPO set to leave nest,New York Daily News,10/4/2013,216,TWITTER TOOK the wraps off its IPO filing on Thursday  setting the countdown clock in motion to its highly anticipated public debut. The microblogging site is aiming to raise as much as $1 billion in the hottest tech initial public offering ...,Twitter,Technology,1,6,2,2,0,0,0,0
4838,Ain't she Tweet [Exclusive] Banks start courting Twitter to land rich IPO biz,New York Post,8/21/2013,552,Wall Street IPO-tweet-stakes have begun. Banks already are lining up to score the plum assignment of leading Twitter's hotly anticipated public offering  The Post has learned.,Twitter,Technology,1,4,2,0,0,4,1,0
4839,Twitter IPO: No truck with Zuck,New York Post,8/22/2013,368,Twitter is unfollowing the Facebook IPO playbook. The initial public offering is still months away  but Job One for the popular social-networking service company is to avoid flopping like Mark Zuckerberg's Facebook.,Twitter,Technology,1,5,2,2,1,2,0,0
4840,BUY BUY BIRDIE! - Twitter IPO set to launch Wall Tweet's all a-Twitter over IPO,New York Post,9/13/2013,486,Twitter is going public  the mega-billion-dollar firm announced in a tweet that rocked the tech world as much as it shook Wall Street. The San Francisco micro-blogging firm which grew in seven years to an estimated 500 million users - ...,Twitter,Technology,1,6,2,6,0,0,0,2
4841,ON THE MONEY Character building Forget IPO  these are Twitter's top performers,New York Post,9/15/2013,750,As the Twitter initial public offering hit the tape Thursday  everyone scrambled to find the numbers. How much was the raise? What price for the shares? When would they come to market?,Twitter,Technology,1,1,2,4,2,2,0,0
4842,Nasdaq's hope to get Twitter IPO dashed for good,New York Post,10/16/2013,223,Bye-bye  birdie! Bob Greifeld's Nasdaq OMX has lost the Twitter tweetstakes to its rival New York Stock Exchange Euronext. San Francisco-based micro-blogging firm Twitter indicated in an amended regulatory filing that it will list its initial ...,Twitter,Technology,1,4,2,2,0,1,3,2
4843,Twitter-treat time Flame-hot $1.6B tech IPO on Nov. 6,New York Post,10/25/2013,358,Tweet November! Twitter is targeting Nov. 6 for the launch of a much anticipated initial public offering that will value the 140-character microblogging service at more than $11 billion.,Twitter,Technology,1,6,2,2,0,0,2,0
4844,TWITTER JITTERS Profitless firm's IPO increase alarms Wall St.,New York Post,11/6/2013,576,So much for the anti-Facebook IPO. Twitter - which had hoped to avoid the hype that led Facebook to increase both the price and the number of shares in the run-up to its botched IPO - is also starting to look downright expensive ahead of its ...,Twitter,Technology,1,4,2,10,1,0,2,2
4845,Resist the urge Waiting to jump into Twitter IPO could lift profits,New York Post,11/7/2013,574,Investors who wait a week to buy into a hot tech IPO could boost their returns by more than 60 percent  research by The Post reveals. In seven of nine initial public offerings  including Amazon  Google and Zynga  it proved beneficial to wait ...,Twitter,Technology,2,5,2,8,0,1,5,0
4846,RT: @Twitter: We're Rich! #IPO,Newsweek,10/4/2013,825,In his latest movie  Ashton Kutcher plays Apple billionaire Steve Jobs. Some time before Thanksgiving  thanks to Twitter  he'll be a high tech multimillionaire in his own right. Richard Branson  the billionaire aviator and space-travel ...,Twitter,Technology,1,6,1,2,0,4,0,0
4847,Twitter; NYSE  Nasdaq fight for IPO,Norwich Bulletin,10/9/2013,1044,,Twitter,Technology,1,4,4,0,0,0,0,2
4848,Snapshot: Twitter prepares to fly IPO + Apple wins patent case against Samsung (Video),Orlando Business Journal Online,8/12/2013,112,Weather: Expect hot weather and sunny skies on Monday with temperatures near 94 degrees  (CF News 13) Today's talkers: Twitter prepares to fly IPO  (USA Today)   prepares to fly IPO,Twitter,Technology,1,2,4,0,1,2,2,0
4849,Snapshot: United Airlines mistakenly offers free fares + Florida tourism promotion + Twitter IPO (Video),Orlando Business Journal Online,9/13/2013,138,Weather: A 30 percent chance of rain on Friday with temperatures near 92 degrees (News 13) Today's talkers: With a tweet  Twitter kicks off next big tech IPO  (USA Today)   kicks off next big tech IPO,Twitter,Technology,1,6,4,4,0,0,2,1
4850,Twitter files to raise up to $1B in IPO,Orlando Business Journal Online,10/4/2013,184,,Twitter,Technology,1,6,4,0,0,0,0,0
4851,Snapshot: Who gets rich off Twitter's IPO + Key economic events for the week of Oct. 7 + No shutdown deal in sight (Video),Orlando Business Journal Online,10/7/2013,113,Weather: Scattered showers and storms today  with temperatures near 90 ( News 13  ) Today's talkers: Nielsen to measure Twitter chatter about TV shows ( The New York Times  ),Twitter,Technology,1,2,4,2,0,2,1,0
4852,Snapshot: Southwest CEO opens door to bag fees + Twitter seeks to raise up to $1.4B in IPO (Video),Orlando Business Journal Online,10/25/2013,134,Weather: Cool start to Friday morning but will warm up to 80 degrees with sunny skies (News 13) Today's talkers: Twitter says IPO may value it at $11.1 billion  (The Wall Street Journal)  says IPO may value it at $11.1 billion,Twitter,Technology,1,6,4,0,0,2,4,0
4853,Snapshot: More trouble for Spirit Airlines + Twitter IPO + Microsoft misunderstood by investors? (Video),Orlando Business Journal Online,10/28/2013,123,Weather: Mostly sunny skies on Monday with a high near 82 degrees  (News 13) Today's talkers: Twitter prepares to feed new hunger for I.P.O.'s  (The New York Times)   prepares to feed new hunger for I.P.O.'s,Twitter,Technology,1,2,4,3,2,2,0,2
4854,Snapshot: Walmart kicks off online holiday deals + Lay's chocolate-covered potato chip + Twitter IPO (Video),Orlando Business Journal Online,11/1/2013,111,Weather: Partly sunny with a high near 89 degrees (News 13) Today's talkers: Enterprise Florida chief gets 19% raise  (Orlando Sentinel) Walmart kicks off online holiday deals early in intense season  (Reuters)  kicks off online holiday deals ...,Twitter,Technology,1,6,4,4,0,2,3,0
4855,Snapshot: Orlando business man sues pastor + 3 ways to buy Twitter before the IPO (Video),Orlando Business Journal Online,11/4/2013,116,Weather: Windy conditions on Monday with temperatures in the upper-70s and a 20 percent chance of rain. (News 13) Today's talkers: Orlando businessman sues pastor  wants $117K in donations back  (Orlando Sentinel),Twitter,Technology,1,2,4,0,0,0,2,0
4856,Snapshot: Twitter raises sights for IPO + BlackBerry abandons search for buyer + Here's why US is still in a recession (Video),Orlando Business Journal Online,11/5/2013,132,Weather: Windy conditions with a 20 percent chance of rain on Tuesday and temperatures near 83 degrees (News 13) Today's talkers: BlackBerry abandons search for buyer  (CNNMoney)  abandons search for buyer,Twitter,Technology,1,3,4,2,1,0,0,3
4857,Snapshot: SeaWorld chairman sells off $1.3M in company shares + Twitter sets IPO price (Video),Orlando Business Journal Online,11/7/2013,111,Weather: Foggy morning will lead to partly sunny skies and temperatures in the mid-80s (News 13) Today's talkers: Twitter sets IPO price at $26 a share  (CNNMoney),Twitter,Technology,2,5,4,0,0,2,0,0
4858,How Twitter's IPO will impact Orlando's Izea,Orlando Business Journal Online,11/7/2013,187,Guess  in 140 characters or less  who's gone public today? Twitter Inc.(NYSE: TWTR) is trading today (and yes  that was  Captain Jean Luc Picard on Wall Street this morning). And holy moley  at my last check  Twitter stock is trading at more ...,Twitter,Technology,2,5,4,0,0,4,0,0
4859,Twitter's IPO plan has Wall Street chirping,Orlando Sentinel,9/13/2013,478,SAN FRANCISCO -- Twitter made the surprise announcement that it planned to sell stock to the public as only Twitter could: in less than 140 characters.,Twitter,Technology,1,6,4,4,0,0,0,0
4860,Twitter won't follow Facebook's example In this IPO  expect low price  fewer shares for sale,Orlando Sentinel,9/14/2013,513,SAN FRANCISCO -- Call it the anti-Facebook IPO. It may be the most hotly anticipated initial public stock offering since Facebook. But Twitter is doing all it can to distance itself from the Facebook fiasco  which has become a case study on ...,Twitter,Technology,1,7,4,1,0,0,0,3
4861,Twitter's IPO offering smaller than expected,Orlando Sentinel,10/25/2013,92,Twitter is seeking a maximum valuation of $10.9 billion in its Wall Street debut  more modest than the $15 billion that some analysts had expected.,Twitter,Technology,1,6,4,0,0,0,2,0
