,Text,Label,Label180
4760,"Ferrari has officially launched its initial public offering â€” and, fittingly, plans to trade under the ticker symbol RACE. In a statement on Monday, parent company Fiat Chrysler said it has started the process of selling 10% of shares to ...",Negative,Negative
4761,"After a tumultuous history that saw the illegitimate son of founder Enzo Ferrari become the company's sole heir, the world's most famous race car manufacturer will finally mint its first billionaire. Once the storied automaker begins ...",Negative,Negative
4762,"After pricing its shares at the top of the expected range, luxury racecar maker Ferrari became a publicly traded company on Wednesday. The stock saw a modest pop, officially making the founder's only living son, Piero Lardi Ferrari, a ...",Negative,Negative
4763,"This past week was chock-full of luxury auto dispatch, starting with reports of Tesla's surprising new lead over BMW and Audi in the European luxury car market. The brand's all-electric Model S generated nearly twice as many sales as Audi's ...",Negative,Negative
4764,DETROIT Â» Fiat Chrysler Automobiles CEO Sergio Marchionne said the automaker is days away from filing its prospectus for a public stock offering for at least 10 percent of Ferrari's shares.,Negative,Negative
4765,"Fitbit (NYSE:FIT) and Shake Shack (NYSE:SHAK) aren't the last high-profile companies going public in 2015, say analysts. Tech IPOs have only accounted for 11% of IPOs for the year, the least in seven years, say analysts, but there's a big ...",Negative,Negative
4766,"Italian luxury sports car maker Ferrari () raised $894.4 million with its initial public offering Tuesday, pricing 17.2 million shares at 52 each, the high end of its estimated range.",Negative,Negative
4767,"Ferrari (NYSE:RACE) raced to a strong debut with its initial public offering, as shares jumped at the start of trading Wednesday. Ferrari offered 17.18 million shares at 52, the high end of its estimated range, raising $893 million and ...",Negative,Negative
4768,"The Italian luxury sports car maker opened at 60, up 15%, but closed at the day's low at 55, up 5.8%. Late Tue., the IPO priced shares at 52, the high end of the range, raising $893 mil. Ferrari (NYSE:RACE) was spun out of Fiat Chrysler ...",Negative,Negative
4769,"The Ferrari (NYSE:RACE) IPO, Tesla Motors' (NASDAQ:TSLA) reliability and Apple 's (NASDAQ:AAPL) interest in injecting its technology into autos were among the industry highlights.",Negative,Negative
4770,"After a glitzy roadshow, Ferrari's long-awaited initial public offering is finally at the starting line, with the stock likely to be priced Tuesday and the first day of trading on the New York Stock Exchange expected Wednesday.",Negative,Negative
4772,The market for IPOs is stalling even with hot names like Ferrari hitting center stage Ferrari zoomed from 0 to 60 on Wall Street â€” at least its stock did.,Negative,Negative
4773,"Ferrari's stock brakes hard, skidding 11% at one point Investors in Ferrari NV are taking a crash course in initial public offerings. The car maker(RACE, US) priced shares at $52, the top of its IPO range, on Oct. 21. Fast forward less than a ...",Negative,Negative
4774,"Luxury car maker valued at $9.8 billion Ferrari on Tuesday priced the shares in its initial public offering at the top end of a previously announced range, valuing the luxury car maker at $9.8 billion, according to a person familiar with the ...",Negative,Negative
4775,THE AVERAGE American can now own a Ferrari - as in a share of the company that makes the iconic Italian sportscar. Wall Street investors were revved up Wednesday after Ferrari's initial public offering valued the company at nearly $10 ...,Negative,Negative
4776,(Reuters) â€” Fiat Chrysler Automobiles (FCA) (FCHA.MI) has submitted a request to U.S. regulators for an initial public offering of its luxury sport car maker Ferrari in New York for the last quarter of the year.,Negative,Negative
4777,"Fiat Chrysler Automobiles N.V. (FCAU) or FCA announced that its subsidiary, New Business Netherlands N.V. (to be renamed Ferrari N.V.), has filed a registration statement on Form F-1 with the U.S. Securities and Exchange ...",Negative,Negative
4778,"Ferrari, the luxury car division of Fiat Chrysler Automobiles (FCAU) is reportedly getting a much higher valuation than previously expected driven by its premium status of manufacturing high-performance luxury cars.",Negative,Negative
4779,"New Business Netherlands N.V., to be renamed Ferrari N.V., disclosed in a filing with the U.S. Securities and Exchange Commission on Friday that the estimated initial offering price is set between $48 and $52 per common share.",Negative,Negative
4780,"Automaker Fiat Chrysler Automobiles NV (FCAU), and its subsidiary New Business Netherlands N.V. to be renamed Ferrari N.V. Announced Monday that Ferrari has launched its initial public offering or IPO.",Negative,Negative
4781,"Automaker Fiat Chrysler Automobiles NV (FCAU) Announced Monday that its unit Ferrari has launched its initial public offering or IPO. Fiat Chrysler, which currently holds a 90 percent stake in the luxury car maker, intends to ...",Negative,Negative
4782,"Ferrari, the luxury car division of Fiat Chrysler Automobiles (FCAU), has reportedly priced its shares in its initial public offering at the top end of marketed range, thus valuing it around $12 billion.",Negative,Negative
4783,"Fiat Chrysler Automobiles N.V. (FCAU) and its subsidiary Ferrari N.V. announce the pricing of Ferrari's initial public offering of 17.175 million common shares at an offering price of $52 per share, which is high end of ...",Negative,Negative
4785,Fiat Chrysler Automobiles N.V. (FCA) announced that the underwriters in subsidiary Ferrari N.V.' (RACE) initial public offering have exercised in full the option to buy 1.72 million common shares of Ferrari from FCA at $52 per ...,Negative,Negative
4786,"Fiat Chrysler Automobiles N.V. (FCAU) or ""FCA"" and its subsidiary Ferrari N.V. (RACE) announced the closing of Ferrari's initial public offering of 18.89 million Ferrari common shares at the initial public offering price of $52 ...",Negative,Negative
4787,"Automaker Fiat Chrysler Automobiles N.V. (FCAU) said Tuesday that the initial public offering of its luxury car division Ferrari has been priced at $52 per share, at the top end of its estimated range. The company has raised ...",Negative,Negative
4788,Stand-alone photos,Negative,Negative
4789,The Detroit News Fiat Chrysler Automobiles NV on Thursday filed for its initial public offering of exotic car manufacturer Ferrari. The proposed IPO of 10 percent of Ferrari on the New York Stock Exchange will not take place until at least ...,Negative,Negative
4790,DETROIT -- Fiat Chrysler Automobiles CEO Sergio Marchionne said Friday the automaker is days away from filing its prospectus for a public stock offering for at least 10 percent of Ferrari's shares.,Negative,Negative
4792,"After a glitzy roadshow, Ferrari's long-awaited initial public offering is finally at the starting line, with the stock likely to be priced Tuesday and the first day of trading on the New York Stock Exchange expected Wednesday.",Negative,Negative
4793,"Ferrari's initial public offering priced at the top of expectations, showing investors are willing to pay up for a company with a strong brand.",Negative,Negative
4794,Driving a Ferrari is a dream. That is partly why expecting its stock to perform well over the long run might be a hallucination. Ferrari will make its public-market debut in New York on Wednesday as owner Fiat Chrysler Automobiles sells up ...,Negative,Negative
4795,Ferrari NV sparkled on its first day of trading Wednesday as the luxury sports car maker celebrated the first step toward becoming an independent company.,Negative,Negative
4796,"MILANâ€”Italian luxury sports car maker Ferrari NV on Monday said it has filed an application to list shares on the Italian stock market, the next step in its drive to become an independent public company.",Negative,Negative
4797,"DETROIT (AP) â€” Investor demand for General Motors' shares is so high that the automaker will raise the price range of its common stock to $32 to $33 when its initial public stock offering begins on Thursday, a person briefed on the ...",Positive,Negative
4798,BUSINESS: China to play role in General Motors IPO,Positive,Negative
4799,Among the banks helping General Motors with its initial public stock offering next week are two identified by initials only: ICBC and CICC.,Positive,Negative
4800,BUSINESS: GM IPO price increase is good news for taxpayers,Positive,Negative
4801,The big-headline news is that vehicle sales and production are up. But here are other indications that the U.S. auto industry is pulling out of its recession.,Positive,Negative
4802,Review | Preview Appreciating Teradata's Many Charms Few Options Beyond a Big Dividend Payout THE FEDERAL GOVERNMENT'S reported desire to scale back the coming initial public offering of General Motors to a range of $8 billion to ...,Positive,Negative
4803,The federal government's reported desire to scale back the coming initial public offering of General Motors to a range of $8 billion to $10 billion from earlier estimates of around $15 billion could mean that pre-sale demand for the ...,Positive,Negative
4804,"GENERAL MOTORS' WIDELY ANTICIPATED initial public offering appears to be drawing lukewarm pre-sale demand, judging from the reported IPO price range that is appreciably lower than what some analysts had anticipated. The range is also ...",Positive,Negative
4805,"Of BARRON'S ONLINE 
  General Motors's widely anticipated initial public offering appears to be drawing lukewarm pre-sale demand because the reported IPO price range is appreciably lower than what some analysts had anticipated ...",Positive,Negative
4806,"General Motors may price next week's initial public offering above the forecast range and exercise an option to sell more shares amid signs of brisk demand, according to two people familiar with the IPO.",Positive,Negative
4807,"Office of Sen. Bob Corker (R-TN) News Release Senator Bob Corker, the Tennessee Republican who shaped the government's demands of automakers in exchange for $82 billion of taxpayer money, said he feels ""vindicated"" by General ...",Positive,Negative
4809,It's show time. General Motors Co. has embarked on a monthlong effort not just to reintroduce itself to the public -- but also to sell itself.,Positive,Negative
4810,"As General Motors takes its first steps away from government ownership, Chrysler is taking notes in preparation for its own stock offering late next year.",Positive,Negative
4811,"SANTA MONICA, Calif.--(BUSINESS WIRE)--November 17, 2010--  Edmunds.com, the premier online resource for automotive information, offers the following observations about the General Motors IPO:",Positive,Negative
4813,"Last December, the Treasury Department issued a directive to make sure General Motors's future initial public offering would not trigger a technical ownership change â€“ and limit the car company's ability to use its NOLs.",Positive,Negative
4814,"DETROIT - When General Motors Co. sells stock to the public, it will be priced from $20 to $25 per share, Chairman Ed Whitacre predicted Wednesday.",Positive,Negative
4815,"General Motors Co. filed to become a publicly traded company again, the first step in its plan to sell stock that would pay back billions of dollars of taxpayer support that allowed the automaker to rebuild itself after years of devastating ...",Positive,Negative
4817,"General Motors Co. is on the road to the largest initial public stock offering. The Detroit automaker raised $15.8 billion late Wednesday and is expected to sell additional shares to bring the total to as much as $23.1 billion Thursday, when ...",Positive,Negative
4818,General Motors Prices IPO At $33/Share -CNBC's Kelly,Positive,Negative
4819,"U.S. Senate Documents November 18, 2010 Contact: Tara Andringa 202-228-3685 Sen. Levin Statement on GM's Initial Public Offering WASHINGTON - Sen. Carl Levin, D-Mich., said the following today:",Positive,Negative
4820,"Office of Rep. Gregory W. Meeks (D-NY) News Release (WASHINGTON, DC)-Congressman Gregory W. Meeks (NY-6), Senior Member of the House Foreign Affairs Committee, Financial Services Committee and Chairman of the Subcommittee on International ...",Positive,Negative
4821,"U.S. Senate Documents Thursday, November 18, 2010 Contact: Meghan Dubyak/Allison Preiss 202-224-3978 BROWN STATEMENT ON General MOTORS IPO WASHINGTON, D.C.--U.S. Sen. Sherrod Brown (D-OH) released the following statement today as General Motors ...",Positive,Negative
4822,"Office of Rep. Maxine Waters (D-CA) News Release Washington, Aug 25 - Congresswoman Maxine Waters (D-CA) is concerned that none of the financial institutions selected to facilitate the sale of Treasury's common stock in General Motors - ...",Positive,Negative
4823,"General Motors Co. on Wednesday filed the first batch of paperwork required to sell stock to the public, a step that brings the automaker closer to its goal of shedding government ownership.",Positive,Negative
4824,"General Motors Co. will have to convince investors to look past declining market share, less than a year of profitability and management new to the auto industry to buy shares in its initial public offering.",Positive,Negative
4825,General Motors Co. said it will raise as much as $10.6 billion in an initial public offering that will reduce the U.S. government to a minority shareholder in the largest American carmaker.,Positive,Negative
4826,General Motors says its common stock will sell for $33 per share when its initial public offering takes place this morning. The IPO brings the U.S. government closer to getting back part of the $50 billion it gave GM to help it through ...,Positive,Negative
4827,"DAN AMMANN, VP, FINANCE AND TREASURER, GENERAL MOTORS COMPANY: I'm Dan Ammann, Treasurer of General Motors. I will kick off this presentation with an overview of our vehicle financing strategy. Then Mark Reuss, President of GM North ...",Positive,Negative
4828,"UNIDENTIFIED COMPANY REPRESENTATIVE: There are many compelling reasons to be excited about General Motors today, right now. In this extraordinary market that we are in, we have opportunities that are very dynamic for us.",Positive,Negative
4829,"TOM STEPHENS, VICE CHAIRMAN, GLOBAL PRODUCT OPERATIONS, GENERAL MOTORS COMPANY: Hello. I am Tom Stephens, Vice Chairman of GM's global product operations. My team is responsible for designing and developing every vehicle and technology ...",Positive,Negative
4830,"TIM LEE, GM VP AND PRESIDENT, GM INTERNATIONAL OPERATIONS, GENERAL MOTORS COMPANY: Hello, I'm Tim Lee, President of General Motors' international operations. In this module, Jaime Ardila, President of GM South America, and I will ...",Positive,Negative
4831,"CHRIS LIDDELL, VICE CHAIRMAN AND CFO, GENERAL MOTORS COMPANY: Hello. I am Chris Liddell, Vice Chairman and Chief Financial Officer of General Motors.",Positive,Negative
4832,"DAN AKERSON, CEO, GENERAL MOTORS COMPANY: I'm Dan Akerson, CEO of General Motors, and I'm very pleased to spend a few minutes discussing the new GM.",Positive,Negative
4834,"After the Dayton area's experience with General Motors in the past few years, local reaction to the company's approaching initial public stock offering is, at best, mixed.",Positive,Negative
4837,Confidence in incoming CEO Dan Akerson is crucial to stock offering on New York and Toronto exchanges. Gov. Jennifer Granholm would extend liquor sale hours to boost state revenue and balance the budget.,Positive,Negative
4838,"General Motors' planned initial public offering will be the ""defining moment"" in showing whether automakers can repay taxpayers, said Steven Rattner, former head of the U.S. government's Automotive Task Force.",Positive,Negative
4839,"FREE PRESS BUSINESS WRITER Shares of General Motors common stock will need to sell at an average of $133.78 each for taxpayers to recoup the full $39.7 billion that the government invested for 61% of the automaker's equity, according to ...",Positive,Negative
4840,"Just before a hot new video game hits the shelves, frenzied fans usually get a chance to reserve one in advance. Makes sense. Why not use your best customers to build buzz?",Positive,Negative
4841,FREE PRESS BUSINESS WRITER General Motors announced several serious house cleaning measures on Thursday designed to shed $11 billion in debt so that the automaker looks a lot better when it shops itself around next month to Wall Street ...,Positive,Negative
4842,"FREE PRESS BUSINESS WRITER General Motors is expected to set a target price between $26 and $29 for its shares when it returns to the stock market later this month, according to reports citing unidentified people familiar with the matter.",Positive,Negative
4843,"FREE PRESS BUSINESS WRITER Now that General Motors has unveiled its plans to return to the stock market, CEO Dan Akerson's team is revving up its effort to convince investors the stock is worth buying.",Positive,Negative
4844,"Now we know the magnitude of that first tranche of the much-talked-about GM IPO. ""Tranche""? What's a ""tranche""? When we're talking about the GM IPO, the first tranche is the 365 million common shares and 60 ...",Positive,Negative
4845,"DETROIT FREE PRESS COLUMNIST Aweek before the expected launch of General Motors' initial public offering of stock, FINRA, the nation's largest independent securities regulator, is warning investors not to confuse shares of ...",Positive,Negative
4847,"The General Motors IPO is a go and, surprisingly to some, turned out to be way popular to boot. ""The IPO is in fine shape,"" said David L. Littmann, senior economist for the Midland-based Mackinac Center for Public Policy.",Positive,Negative
4848,"DETROIT FREE PRESS COLUMNIST When General Motors stock starts trading again today, most of the chatter will be about new CEO Dan Akerson, ousted ex-CEO Rick Wagoner, President Barack Obama and other high-profile figures in the GM bailout ...",Positive,Negative
4849,FREE PRESS BUSINESS WRITER What's at stake in GM's initial public offering? GM sold up to 549.7 million initial common shares at $33. Trading begins today in what's likely the largest common stock IPO in U.S. history.,Positive,Negative
4851,"DOW JONES NEWSWIRES 
 
  General Motors Co. disclosed estimated terms for its planned initial public offering, in which some $15 billion of stock could be sold. The announcement further details the auto maker's plan to return to the ...",Positive,Negative
4854,(Updates with additional information about the designated market maker's role in an IPO; adds comment from Getco.) ,Positive,Negative
4855,"DOW JONES NEWSWIRES General Motors Co. said Wednesday that 31% more stock will be sold by current owners through the auto maker's initial public offering than first planned, further signaling the deal's strong demand from investors ...",Positive,Negative
4856,"WASHINGTON -(Dow Jones)- President Barack Obama will make a statement to the press Thursday on the initial public offering of General Motors Co. (GM), White House Press Secretary Robert Gibbs said.",Positive,Negative
4857,NEW YORK (Dow Jones)--Legacy bonds of General Motors Corp. were hit hard Tuesday as reported terms of an anticipated initial public offering later this month fell short of bond market expectations.,Positive,Negative
4858,"DOW JONES NEWSWIRES 
  General Motors Co. on Wednesday filed plans to launch an initial public offering, which sources expect could raise $10 billion or more, as the U.S. auto maker prepares to return to the public market after an ...",Positive,Negative
4859,GM Files For IPO; Sources Expect Firm To Raise $10B Or More,Positive,Negative
4860,"Even if General Motors Co. attracts investors in droves when it goes public later this year, it alone won't turn the initial public offering market into a dynamo of hot deals.",Positive,Negative
4861,"Mere coincidence? In announcing this week its initial public offering to emerge from bankruptcy, General Motors chose the sixth anniversary of Google Inc.'s (GOOG) initial public offering--perhaps the most successful IPO of all time.",Positive,Negative
4862,"(Updates with company comment, second source comment on timing.) 
 
   By Lynn Cowan 
   Of DOW JONES NEWSWIRES General Motors Co. will likely launch its multi-billion dollar initial public offering on Nov. 18, about two weeks after ...",Positive,Negative
4863,"(Updates with new first through third paragraphs; adds new final paragraph.) 
 
   By Lynn Cowan 
   Of DOW JONES NEWSWIRES General Motors Co. will likely launch its multibillion dollar initial public offering the week before the U.S. ...",Positive,Negative
4864,"General Motors Co. will likely launch its multi-billion dollar initial public offering on Nov. 18, about two weeks after election day, according to new issuance analyst Scott Sweet.",Positive,Negative
4865,"The U.S. government may take a loss during the initial offering of General Motors stock, Reuters reports on its website Sunday, citing ""six people familiar"" with the IPO's preparations. However, ...",Positive,Negative
4866,"General Motors Co. likely will seek to raise $8 billion to $10 billion through an initial public offering in November, less than it initially planned, Bloomberg News reports reported Thursday, citing two people familiar ...",Positive,Negative
4867,Bankers working on behalf of General Motors Co. have met with investors and sovereign wealth funds in Asia and the Middle East to see if they would be interested in helping back the auto maker's initial public ...,Positive,Negative
4868,"General Motors Co. says Citigroup Inc. (C), an underwriter for the auto maker's planned initial public stock offering, faces a conflict of interest because the U.S. government still owns shares of the financial ...",Positive,Negative
4869,General Motors Co.'s disclosure Thursday that IPO underwriter Citigroup Inc. (C) faces a conflict of interest should have little effect on the investment bank's ...,Positive,Negative
4870,"Ex-auto czar Steve Rattner senses General Motors' IPO underwriters ""feel pretty good"" about the November deal, though some have questions about GM finances and stability of its relationship with UAW, ...",Positive,Negative
4871,General Motors Files Amended IPO Registration,Positive,Negative
4872,General Motors: US Stake In Co To Be 43.3% After IPO,Positive,Negative
4873,"General Motors Co. disclosed estimated terms for its planned initial public offering, in which some $15 billion of stock could be sold. The announcement further details the auto maker's plan to return to ...",Positive,Negative
4874,"General Motors Co. on Wednesday disclosed estimated terms for its planned initial public offering, in which some $15 billion of stock could be sold and the U.S. government would reduce its ...",Positive,Negative
4875,UBS Is No Longer Listed As An Underwriter On GM IPO - Filing,Positive,Negative
4876,"NEW YORK--As General Motors Co. rolled out details on what could become the second-largest U.S. IPO ever, one investment bank wasn't celebrating: UBS AG (UBS).",Positive,Negative
4877,"(Updates with GM bond information in new second-to-last paragraph). 
 
   By John Kell and Lynn Cowan 
   Of DOW JONES NEWSWIRES General Motors Co. on Wednesday disclosed estimated terms for its planned initial public offering, in which ...",Positive,Negative
4878,"As General Motors Co. rolled out details on what could become the second-largest U.S. IPO ever, one investment bank ...",Positive,Negative
4879,"Investment bank Goldman Sachs Group Inc. (GS) will stop taking orders for General Motors Co.'s IPO Friday at noon, according to an analyst, an early sign of high demand for the deal three-and-a-half business days before it is expected ...",Positive,Negative
4880,"(Updates with Goldman statement that analyst's comments are incorrect) 
 
   By Lynn Cowan 
   Of DOW JONES NEWSWIRES Goldman Sachs Group Inc. (GS) said it will not stop taking orders for General Motors Co.'s IPO Friday at noon, ...",Positive,Negative
4881,"(Updates with details from email about GM IPO orders.) 
 
   By Lynn Cowan 
   Of DOW JONES NEWSWIRES Goldman Sachs Group Inc. (GS) said it will not stop taking orders for General Motors Co.'s initial public offering on Friday at ...",Positive,Negative
4882,"NEW YORK (Dow Jones)--Electronic trading company Getco LLC will be the designated market maker for General Motors Co.'s initial public offering at the New York Stock Exchange, expected later this week.",Positive,Negative
4883,NEW YORK (Dow Jones)--Legacy bonds of General Motors Co. are gaining Monday afternoon as the auto maker prepares its postbankruptcy initial public offering on Thursday.,Positive,Negative
4884,(Updates with additional information about the designated market maker's role in an IPO; adds comment from Getco.) ,Positive,Negative
4885,"What appears to be a boon for potential investors in General Motors Co. may be a bust for U.S. taxpayers, who rescued the auto maker. The Detroit car giant will increase the size of its initial public offering 30% to 478 million shares with ...",Positive,Negative
4886,The estimated price of General Motors Co.'s initial public offering has been raised ahead of this week's debut as the auto maker also added $1 billion to the amount of convertible preferred stock it plans to sell.,Positive,Negative
4887,General Motors Sets IPO Range At $32-$33/Share,Positive,Negative
4888,"Investors can expect General Motor's initial public offering to be a success, not just because of the company's bright outlook, and because it has to be. But that doesn't mean investors should rush to buy at any cost.",Positive,Negative
4889,Obama Says GM IPO Marks 'Major Milestone',Positive,Negative
4890,"General Motors Co. said Wednesday that 31% more stock will be sold by current owners through the auto maker's initial public offering than first planned, further signaling the deal's strong demand from investors ...",Positive,Negative
4891,"General Motors Co.'s (GM) stock opened 6% higher in its initial public offering debut Thursday, vanquishing any fears that the shares had been priced ...",Positive,Negative
4892,"The IPO of a private company is considered a milestone in its lifecycle, akin to a wedding - so why would any firm making its way down the public aisle want to share its special day with General Motors Co.?",Positive,Negative
4893,"General Motors Co.'s (GM) IPO Thursday proved the old adage that you can't please everyone, especially when the U.S. ...",Positive,Negative
4894,"General Motors Co.'s (GM) stock opened 6% higher on its IPO debut Thursday, vanquishing any fears that the shares had been priced too high.",Positive,Negative
4895,"GM shares slide in second day as a public stock, down 2.2% at $33.44; earlier as low as $33.11, getting within a whisker of its $33 IPO price before bouncing a bit. (lynn.cowan@dowjones.com)",Positive,Negative
4896,General Motors Co.'s (GM) stock declined nearly to its IPO price on its second day as a public company Friday before clawing its way toward a slight gain in the afternoon.,Positive,Negative
4897,Kingdom Holding Co. (4280.SA) said Tuesday the firm and its chairman Saudi Arabia's billionaire Prince Alwaleed Bin Talal subscribed $500 Million ,Positive,Negative
4898,"General Motors Co. (GM) said the underwriters of its initial public offering have exercised their full overallotment options to purchase an additional 71.7 million shares of common stock, boosting the total offering size ...",Positive,Negative
4899,"In the depths of this morning's broad sell-off, GM shares come within a whisker of their IPO price of $33 even, trading at a low of $33.07 so far. That's the lowest since the stock made its public-trading ...",Positive,Negative
4900,"WASHINGTON (Dow Jones)--Taxpayers' earnings from General Motors (GM) recent initial public offering have risen to $13.5 billion, the U.S. Treasury said Thursday.",Positive,Negative
4901,"NEW YORK (Dow Jones)--General Motors Co. confirmed Wednesday a previously-named underwriter of its initial public offering was dropped after an employee of the underwriter sent an unauthorized email to ""potential institutional ...",Positive,Negative
4902,NEW YORK (Dow Jones)--Wal-Mart Stores Inc. (WMT) and other major retailers will post fiscal third-quarter results next week as earnings season for that industry kicks into gear.,Positive,Negative
4904,"CLICK HERE for the GM news release and a link to the prospectus   General Motors Co. on Wednesday disclosed estimated terms for its planned initial public offering, in which some $15 billion of stock could be sold and the U.S. government ...",Positive,Negative
4905,"Can pair with other IPO-related coverage. BY SUSAN TOMPOR, GREG GARDNER and CHRISSIE THOMPSON Detroit Free Press Taxpayers continue to wait Wednesday for General Motors' registration for its initial public offering, after the automaker ...",Positive,Negative
4906,By CHRISSIE THOMPSON Detroit Free Press DETROIT - General Motors on Wednesday kicked off the official process toward listing shares on the New York and Toronto Stock Exchanges in hopes of repaying taxpayers who sponsored the company's ...,Positive,Negative
4907,"Strictly EMBARGOED for print and online use until 12:01 a.m. Sunday. By CHRISSIE THOMPSON Detroit Free Press DETROIT - As General Motors prepares its stock offering, it needs to convince investors it's an industry leader, prepared for ...",Positive,Negative
4908,"By CHRISSIE THOMPSON Detroit Free Press DETROIT - General Motors said it expects third-quarter net income of $1.9 billion to $2.1 billion, for the automaker's third-straight quarterly profit since its 2009 bankruptcy, as it prepares for ...",Positive,Negative
4910,"By CHRISSIE THOMPSON Detroit Free Press If all goes as planned, GM will price its initial public stock offering on Wednesday, and the stock will hit the market on Thursday morning with new owners.",Positive,Negative
4911,By GREG GARDNER Detroit Free Press DETROIT - General Motors has raised the estimated price range of its initial public offering to $32 to $33 per share from the previous $26 to $29 and increased the proposed sale of its Series B convertible ...,Positive,Negative
4912,"Automaker bumps up shares in sign that demand might be high By Matt Krantz, USA TODAY General Motors' much-watched initial public offering goes into high gear today as it navigates one of the deal's most dangerous curves: setting a ...",Positive,Negative
4915,By CHRISSIE THOMPSON Detroit Free Press What's at stake in GM's initial public offering? GM sold up to 549.7 million initial common shares at $33. Trading begins Thursday in what's likely the largest common stock IPO in U.S. ...,Positive,Negative
4916,Edited by USA TODAY. By JAMES R. HEALEY USA TODAY General Motors has begun two of the most important rollouts in its history. The automaker finalized details Thursday for an initial stock offering this month that will make GM a public company ...,Positive,Negative
4917,By MATT KRANTZ USA TODAY Investors who want a piece of General Motors get their chance today when the automaker launches its second life as a public company.,Positive,Negative
4918,"'Attention doesn't hurt' other companies' plans to go public By Matt Krantz, USA TODAY General Motors' smooth return to Wall Street, while underscoring the automaker's resurgence, also could add life to the ...",Positive,Negative
4919,"In advance of his company's initial public offering, General Motors Co. CEO Dan Akerson said the automaker will focus on producing small, fuel-efficient cars and electric vehicles in the future.",Positive,Negative
4920,"A day after he stepped down as CEO of the country's biggest automaker, Ed Whitacre had already ditched his suit and tie was back in San Antonio meeting with old friends in his office.",Positive,Negative
4921,"General Motors will succeed in shrinking the federal government's ownership stake to less than 50 percent in a $10.6 billion initial public offering later this month, people briefed on the matter said Monday.",Positive,Negative
4922,"The automaker aims to raise as much as $20 bil, according to sources, making it one of the largest IPOs ever. GM, 61% owned by the gov't, didn't disclose the number of shares it will offer or a price range. The aim of the ...",Positive,Negative
4923,Commerce: The GM initial public offering filed Wednesday was hailed as a victory for an Obama administration that wants Americans to see the auto bailouts as a success. But that's just what's wrong with it.,Positive,Negative
4924,"The automaker aims to raise as much as $20 bil in its New York and Toronto listings, sources said, making it one of the largest IPOs ever. GM didn't disclose the number of shares it will offer or a price range. The aim of the ...",Positive,Negative
4925,"The automaker will allow U.S. and Canadian employees, dealers and retirees to buy shares in the company ahead of next month's expected initial public offering, published reports said. GM declined comment. GM CEO Dan Akerson was ...",Positive,Negative
4926,"The No. 1 U.S. automaker said 5% of the company's common shares are being set aside for employees and dealers to buy in the company's Nov. IPO. GM's chairman said the stock will be priced between $20 and $25 a share. Also, GM ...",Positive,Negative
4927,"The automaker said it will cut its debt and pension obligations by $11 bil as it prepares for its Nov. IPO. GM said it will buy $2.1 bil of preferred stock from the gov't, which owns a 61% stake in GM. The U.S. invested $50 bil to bail ...",Positive,Negative
4928,"The No. 1 U.S. automaker expects to file IPO terms Tue., sources said. GM is expected to sell 365 mil common shares for $26-$29 each. Also, GM is expected to sell $3 bil worth of preferred shares. It is also expected to sell $1.5 bil-$2 ...",Positive,Negative
4929,"The U.S. gov't will reduce its 61% stake to 43%, possibly 41% â€” selling at least $365 mil in shares at $26-$29 a pop. GM's sales have improved from 2009's depressed levels, but the firm still faces heavy competition, ...",Positive,Negative
4930,"General Motors made money for a 3rd straight quarter as it continues to recover from its 2009 bankruptcy, earning $1.20 a share on sales of $34.1 bil. The auto giant plans to go public again next week. The IPO should reduce the ...",Positive,Negative
4931,"The carmaker, which is majority owned by the federal gov't, may boost the price target for its IPO to $31-$33 from $26-$29 due to stronger-than-expected investor demand, according to published reports. General Motors' shareholders ...",Positive,Negative
4932,"The bailed-out carmaker raised the number of common shares it will sell by 30% to 478 mil and boosted the number of preferred shares by a third to 80 mil, sources said. General Motors also raised its price target on common shares to be ...",Positive,Negative
4933,"Stocks vaulted out of the gate Thursday on better-than-expected jobless claims data, a sliding dollar and a strong market debut by General Motors.",Positive,Negative
4934,"General Motors (GM) hit 35.99 early, ending up 4% to 34.19, near the session low. The auto giant, which exited bankruptcy in '09, raised $20.1 bil in its huge IPO, pricing shares at $33 a pop, the top of increased estimates. The ...",Positive,Negative
4935,"General Motors (GM) rode back to the public markets Thursday, trading higher out of the gate as CEO Dan Akerson rang the opening bell. Shares were priced the night before at $33, at the high end of guidance, raising $15.8 billion in common ...",Positive,Negative
4936,"General Motors' (GM) stock rose 4% to 34.19 Thu. in its return to public trading. The auto giant, which exited bankruptcy in '09, raised $20.1 bil in its huge IPO, pricing shares at $33 a pop, the top of recently raised ...",Positive,Negative
4937,"GM's recent public offering has been touted as a huge success by the administration. The president announced that the tough decisions made during his administration were beginning to pay off. He also indicated that the ""American ...",Positive,Negative
4938,"For the first time since June 2009, shares of General Motors were trading on the New York Stock Exchange on Thursday. It represents an amazing turnaround for",Positive,Negative
4939,"What is the significance of the General Motors Co.'s initial public offering?  Issuing and selling shares of stock will be a massive moneymaker for the Detroit automaker. GM hopes to raise $22.7 billion through the IPO, said Michigan ...",Positive,Negative
4940,"Lansing Mayor Virg Bernero called General Motor Co.'s progress to an initial public offering a ""validation"" the country needs to continue to support manufacturing.",Positive,Negative
4941,"In a series of moves that pave the way for an IPO and strengthen its finances, General Motors Co. on Thursday said it would repay $2.1 billion to U.S. taxpayers and make early payments to pension funds and retiree-health plans.",Positive,Negative
