|Headline|Source|Date|Word Count|Company|Industry|IPO Period|Day of Week|Source Tier|PositiveScore|NegativeScore|Ticker|Close|High|Low|Open|Volume|Offer Date|Issuer|Offer Price|Open Price|1st Day Close|1st Day % Px Chng|$ Change Opening|$ Change Close|Mngr1|Mngr2|Mngr3|Mngr4|Mngr5|Mngr6|Offer Date +90|Date_y|Close +90|% Px Chng +90|Label
4278|Etsy falls further from its debut level as results miss; Post-IPO honeymoon for craft-selling site is now over|MarketWatch|2015-05-19|429|Etsy|Retail|2|3|1|0.0|0.0|ETSY|21.0|21.31|19.66|20.58|2015137.0|2015-04-16|Etsy |16|31.0|30.0|0.875|15.0|14.0|Goldman Sachs||||||2015-07-15|2015-07-15|16.82|-0.4393333333333333|Negative
4279|Etsy's do-good agenda clashes with Wall Street demands; Etsy's stock had worst one-day decline since IPO on Wednesday|MarketWatch|2015-05-22|798|Etsy|Retail|2|6|1|0.0|0.0|ETSY|17.17|18.15|17.0|17.79|2012076.0|2015-04-16|Etsy |16|31.0|30.0|0.875|15.0|14.0|Goldman Sachs||||||2015-07-15|2015-07-15|16.82|-0.4393333333333333|Negative
4280|The Image Of Etsy's IPO|MediaPost.com|2015-03-10|414|Etsy|Retail|1|3|4|0.0|0.0|ETSY||||||2015-04-16|Etsy |16|31.0|30.0|0.875|15.0|14.0|Goldman Sachs||||||2015-07-15|2015-07-15|16.82|-0.4393333333333333|Negative
4281|Marketplace site Etsy to hold IPO|Memphis Business Journal Online|2015-01-16|178|Etsy|Retail|1|6|4|0.0|0.0|ETSY||||||2015-04-16|Etsy |16|31.0|30.0|0.875|15.0|14.0|Goldman Sachs||||||2015-07-15|2015-07-15|16.82|-0.4393333333333333|Negative
4282|Indie darling Etsy files for IPO|Memphis Business Journal Online|2015-03-05|499|Etsy|Retail|1|5|4|0.0|0.0|ETSY||||||2015-04-16|Etsy |16|31.0|30.0|0.875|15.0|14.0|Goldman Sachs||||||2015-07-15|2015-07-15|16.82|-0.4393333333333333|Negative
4283|Etsy prices IPO to value company at $1.78B|New York Business Journal Online|2015-03-31|153|Etsy|Retail|1|3|4|0.0|0.0|ETSY||||||2015-04-16|Etsy |16|31.0|30.0|0.875|15.0|14.0|Goldman Sachs||||||2015-07-15|2015-07-15|16.82|-0.4393333333333333|Negative
4284|Etsy's early backers basking in IPO big money|New York Business Journal Online|2015-04-16|754|Etsy|Retail|2|5|4|0.0|0.0|ETSY|30.0|35.74|28.22|30.95|19763334.0|2015-04-16|Etsy |16|31.0|30.0|0.875|15.0|14.0|Goldman Sachs||||||2015-07-15|2015-07-15|16.82|-0.4393333333333333|Negative
4285|Etsy prices IPO at $16 per share, making it worth $1.8B Etsy prices IPO at $16 per share, making it worth $1.8B|New York Business Journal Online|2015-04-15|233|Etsy|Retail|1|4|4|0.0|0.0|ETSY||||||2015-04-16|Etsy |16|31.0|30.0|0.875|15.0|14.0|Goldman Sachs||||||2015-07-15|2015-07-15|16.82|-0.4393333333333333|Negative
4286|Indie-darling Etsy files for IPO Indie-darling Etsy files for IPO Indie darling Etsy files for IPO|New York Business Journal Online|2015-03-04|503|Etsy|Retail|1|4|4|0.0|0.0|ETSY||||||2015-04-16|Etsy |16|31.0|30.0|0.875|15.0|14.0|Goldman Sachs||||||2015-07-15|2015-07-15|16.82|-0.4393333333333333|Negative
4287|Etsy IPO takes a slide|News-Leader|2015-05-21|89|Etsy|Retail|2|5|4|0.0|0.0|ETSY|17.51|17.69|16.91|17.37|2319080.0|2015-04-16|Etsy |16|31.0|30.0|0.875|15.0|14.0|Goldman Sachs||||||2015-07-15|2015-07-15|16.82|-0.4393333333333333|Negative
4288|Etsy IPO takes a slide|News-Press|2015-05-21|89|Etsy|Retail|2|5|4|0.0|0.0|ETSY|17.51|17.69|16.91|17.37|2319080.0|2015-04-16|Etsy |16|31.0|30.0|0.875|15.0|14.0|Goldman Sachs||||||2015-07-15|2015-07-15|16.82|-0.4393333333333333|Negative
4289|VC-backed Etsy files for IPO|PE Hub Network|2015-03-05|516|Etsy|Retail|1|5|4|0.0|0.0|ETSY||||||2015-04-16|Etsy |16|31.0|30.0|0.875|15.0|14.0|Goldman Sachs||||||2015-07-15|2015-07-15|16.82|-0.4393333333333333|Negative
4290|Etsy IPO takes a slide|Pensacola News Journal|2015-05-21|89|Etsy|Retail|2|5|4|0.0|0.0|ETSY|17.51|17.69|16.91|17.37|2319080.0|2015-04-16|Etsy |16|31.0|30.0|0.875|15.0|14.0|Goldman Sachs||||||2015-07-15|2015-07-15|16.82|-0.4393333333333333|Negative
4291|Etsy IPO takes a slide|Poughkeepsie Journal|2015-05-21|89|Etsy|Retail|2|5|4|0.0|0.0|ETSY|17.51|17.69|16.91|17.37|2319080.0|2015-04-16|Etsy |16|31.0|30.0|0.875|15.0|14.0|Goldman Sachs||||||2015-07-15|2015-07-15|16.82|-0.4393333333333333|Negative
4292|Etsy To Launch IPO Roadshow|PR Newswire|2015-03-31|686|Etsy|Retail|1|3|3|0.0|0.0|ETSY||||||2015-04-16|Etsy |16|31.0|30.0|0.875|15.0|14.0|Goldman Sachs||||||2015-07-15|2015-07-15|16.82|-0.4393333333333333|Negative
4293|Is online marketplace Etsy crafty enough for an IPO?|Register-News|2015-01-16|659|Etsy|Retail|1|6|4|0.0|0.0|ETSY||||||2015-04-16|Etsy |16|31.0|30.0|0.875|15.0|14.0|Goldman Sachs||||||2015-07-15|2015-07-15|16.82|-0.4393333333333333|Negative
4294|Etsy IPO takes a slide|Reno Gazette-Journal|2015-05-21|89|Etsy|Retail|2|5|4|0.0|0.0|ETSY|17.51|17.69|16.91|17.37|2319080.0|2015-04-16|Etsy |16|31.0|30.0|0.875|15.0|14.0|Goldman Sachs||||||2015-07-15|2015-07-15|16.82|-0.4393333333333333|Negative
4295|Etsy Inc to launch IPO roadshow|Reuters|2015-03-31|138|Etsy|Retail|1|3|1|0.0|0.0|ETSY||||||2015-04-16|Etsy |16|31.0|30.0|0.875|15.0|14.0|Goldman Sachs||||||2015-07-15|2015-07-15|16.82|-0.4393333333333333|Negative
4296|IPO value for online retailer Etsy could hit $100 million|Riverside Press-Enterprise|2015-03-06|379|Etsy|Retail|1|6|4|0.0|0.0|ETSY||||||2015-04-16|Etsy |16|31.0|30.0|0.875|15.0|14.0|Goldman Sachs||||||2015-07-15|2015-07-15|16.82|-0.4393333333333333|Negative
4297|Etsy Files For $100 Mln IPO|RTT News|2015-03-04|160|Etsy|Retail|1|4|2|0.0|0.0|ETSY||||||2015-04-16|Etsy |16|31.0|30.0|0.875|15.0|14.0|Goldman Sachs||||||2015-07-15|2015-07-15|16.82|-0.4393333333333333|Negative
4298|Etsy To Launch IPO Roadshow On April 1|RTT News|2015-03-31|167|Etsy|Retail|1|3|2|0.0|0.0|ETSY||||||2015-04-16|Etsy |16|31.0|30.0|0.875|15.0|14.0|Goldman Sachs||||||2015-07-15|2015-07-15|16.82|-0.4393333333333333|Negative
4299|Etsy Prices IPO At Upper End Of Range|RTT News|2015-04-15|232|Etsy|Retail|1|4|2|0.0|0.0|ETSY||||||2015-04-16|Etsy |16|31.0|30.0|0.875|15.0|14.0|Goldman Sachs||||||2015-07-15|2015-07-15|16.82|-0.4393333333333333|Negative
4300|Here are the big VC winners in Etsy's unicorn IPO|Silicon Valley/San Jose Business Journal|2015-04-16|436|Etsy|Retail|2|5|2|0.0|0.0|ETSY|30.0|35.74|28.22|30.95|19763334.0|2015-04-16|Etsy |16|31.0|30.0|0.875|15.0|14.0|Goldman Sachs||||||2015-07-15|2015-07-15|16.82|-0.4393333333333333|Negative
4301|IPO could create Etsy image issue|South Florida Sun-Sentinel|2015-03-07|357|Etsy|Retail|1|7|4|0.0|0.0|ETSY||||||2015-04-16|Etsy |16|31.0|30.0|0.875|15.0|14.0|Goldman Sachs||||||2015-07-15|2015-07-15|16.82|-0.4393333333333333|Negative
4302|Etsy IPO takes a slide|St. Cloud Times|2015-05-21|89|Etsy|Retail|2|5|4|0.0|0.0|ETSY|17.51|17.69|16.91|17.37|2319080.0|2015-04-16|Etsy |16|31.0|30.0|0.875|15.0|14.0|Goldman Sachs||||||2015-07-15|2015-07-15|16.82|-0.4393333333333333|Negative
4303|Etsy files for IPO (Video)|St. Louis Business Journal Online|2015-03-05|47|Etsy|Retail|1|5|4|0.0|0.0|ETSY||||||2015-04-16|Etsy |16|31.0|30.0|0.875|15.0|14.0|Goldman Sachs||||||2015-07-15|2015-07-15|16.82|-0.4393333333333333|Negative
4304|Etsy said to raise $267 million in IPO (Video)|St. Louis Business Journal Online|2015-04-16|51|Etsy|Retail|2|5|4|0.0|0.0|ETSY|30.0|35.74|28.22|30.95|19763334.0|2015-04-16|Etsy |16|31.0|30.0|0.875|15.0|14.0|Goldman Sachs||||||2015-07-15|2015-07-15|16.82|-0.4393333333333333|Negative
4305|Etsy IPO takes a slide|Statesman Journal|2015-05-21|89|Etsy|Retail|2|5|4|0.0|0.0|ETSY|17.51|17.69|16.91|17.37|2319080.0|2015-04-16|Etsy |16|31.0|30.0|0.875|15.0|14.0|Goldman Sachs||||||2015-07-15|2015-07-15|16.82|-0.4393333333333333|Negative
4306|Etsy IPO takes a slide|The Arizona Republic|2015-05-21|91|Etsy|Retail|2|5|4|0.0|0.0|ETSY|17.51|17.69|16.91|17.37|2319080.0|2015-04-16|Etsy |16|31.0|30.0|0.875|15.0|14.0|Goldman Sachs||||||2015-07-15|2015-07-15|16.82|-0.4393333333333333|Negative
4307|Etsy IPO takes a slide|The Burlington Free Press|2015-05-21|89|Etsy|Retail|2|5|4|0.0|0.0|ETSY|17.51|17.69|16.91|17.37|2319080.0|2015-04-16|Etsy |16|31.0|30.0|0.875|15.0|14.0|Goldman Sachs||||||2015-07-15|2015-07-15|16.82|-0.4393333333333333|Negative
4308|Etsy IPO takes a slide|The Courier-Journal|2015-05-21|89|Etsy|Retail|2|5|4|0.0|0.0|ETSY|17.51|17.69|16.91|17.37|2319080.0|2015-04-16|Etsy |16|31.0|30.0|0.875|15.0|14.0|Goldman Sachs||||||2015-07-15|2015-07-15|16.82|-0.4393333333333333|Negative
4309|Etsy IPO takes a slide|The Daily Advertiser|2015-05-21|89|Etsy|Retail|2|5|4|0.0|0.0|ETSY|17.51|17.69|16.91|17.37|2319080.0|2015-04-16|Etsy |16|31.0|30.0|0.875|15.0|14.0|Goldman Sachs||||||2015-07-15|2015-07-15|16.82|-0.4393333333333333|Negative
4310|Etsy IPO takes a slide|The Daily Times|2015-05-21|88|Etsy|Retail|2|5|4|0.0|0.0|ETSY|17.51|17.69|16.91|17.37|2319080.0|2015-04-16|Etsy |16|31.0|30.0|0.875|15.0|14.0|Goldman Sachs||||||2015-07-15|2015-07-15|16.82|-0.4393333333333333|Negative
4311|Artisanal online marketplace Etsy launches IPO road show|The Deal|2015-04-01|1155|Etsy|Retail|1|4|2|0.0|0.0|ETSY||||||2015-04-16|Etsy |16|31.0|30.0|0.875|15.0|14.0|Goldman Sachs||||||2015-07-15|2015-07-15|16.82|-0.4393333333333333|Negative
4312|Etsy crafts $267 million IPO after pricing at the top of its range|The Deal|2015-04-16|669|Etsy|Retail|2|5|2|0.0|0.0|ETSY|30.0|35.74|28.22|30.95|19763334.0|2015-04-16|Etsy |16|31.0|30.0|0.875|15.0|14.0|Goldman Sachs||||||2015-07-15|2015-07-15|16.82|-0.4393333333333333|Negative
4313|AN ETSY-NOT-SO-BITSY IPO|The Denver Post|2015-04-17|141|Etsy|Retail|2|6|2|0.0|0.0|ETSY|27.58|30.3|26.51|29.77|3965469.0|2015-04-16|Etsy |16|31.0|30.0|0.875|15.0|14.0|Goldman Sachs||||||2015-07-15|2015-07-15|16.82|-0.4393333333333333|Negative
4314|Etsy IPO takes a slide|The Des Moines Register|2015-05-21|89|Etsy|Retail|2|5|4|0.0|0.0|ETSY|17.51|17.69|16.91|17.37|2319080.0|2015-04-16|Etsy |16|31.0|30.0|0.875|15.0|14.0|Goldman Sachs||||||2015-07-15|2015-07-15|16.82|-0.4393333333333333|Negative
4315|Etsy IPO takes a slide|The Desert Sun|2015-05-21|89|Etsy|Retail|2|5|4|0.0|0.0|ETSY|17.51|17.69|16.91|17.37|2319080.0|2015-04-16|Etsy |16|31.0|30.0|0.875|15.0|14.0|Goldman Sachs||||||2015-07-15|2015-07-15|16.82|-0.4393333333333333|Negative
4316|in the news Etsy IPO takes a slide in the news Etsy IPO takes a slide in the news Etsy IPO takes a slide in the news Etsy IPO takes a slide in the news Etsy IPO takes a slide in the news Etsy IPO takes a slide in the news Etsy IPO takes a slide in the news Etsy IPO takes a slide in the news Etsy IPO takes a slide in the news Etsy IPO takes a slide in the news Etsy IPO takes a slide in the news Etsy IPO takes a slide in the news Etsy IPO takes a slide in the news Etsy IPO takes a slide in the news Etsy IPO takes a slide in the news Etsy IPO takes a slide in the news Etsy IPO takes a slide in the news Etsy IPO takes a slide in the news Etsy IPO takes a slide in the news Etsy IPO takes a slide in the news Etsy IPO takes a slide in the news Etsy IPO takes a slide in the news Etsy IPO takes a slide in the news Etsy IPO takes a slide in the news Etsy IPO takes a slide in the news Etsy IPO takes a slide|The Journal News (White Plains, NY)|2015-05-21|89|Etsy|Retail|2|5|4|0.0|0.0|ETSY|17.51|17.69|16.91|17.37|2319080.0|2015-04-16|Etsy |16|31.0|30.0|0.875|15.0|14.0|Goldman Sachs||||||2015-07-15|2015-07-15|16.82|-0.4393333333333333|Negative
4317|Etsy IPO takes a slide|The News Journal|2015-05-21|89|Etsy|Retail|2|5|4|0.0|0.0|ETSY|17.51|17.69|16.91|17.37|2319080.0|2015-04-16|Etsy |16|31.0|30.0|0.875|15.0|14.0|Goldman Sachs||||||2015-07-15|2015-07-15|16.82|-0.4393333333333333|Negative
4318|GoDaddy, Etsy seek to spark sputtering IPO market|The Oakland Tribune|2015-03-31|1225|Etsy|Retail|1|3|4|0.0|0.0|ETSY||||||2015-04-16|Etsy |16|31.0|30.0|0.875|15.0|14.0|Goldman Sachs||||||2015-07-15|2015-07-15|16.82|-0.4393333333333333|Negative
4319|Etsy IPO takes a slide|The Post-Crescent|2015-05-21|89|Etsy|Retail|2|5|4|0.0|0.0|ETSY|17.51|17.69|16.91|17.37|2319080.0|2015-04-16|Etsy |16|31.0|30.0|0.875|15.0|14.0|Goldman Sachs||||||2015-07-15|2015-07-15|16.82|-0.4393333333333333|Negative
4320|Etsy outlines plans for IPO|The Quad-City Times|2015-04-01|151|Etsy|Retail|1|4|4|0.0|0.0|ETSY||||||2015-04-16|Etsy |16|31.0|30.0|0.875|15.0|14.0|Goldman Sachs||||||2015-07-15|2015-07-15|16.82|-0.4393333333333333|Negative
4321|ETSY IPO RAISES $267M:|The Quad-City Times|2015-04-16|92|Etsy|Retail|2|5|4|0.0|0.0|ETSY|30.0|35.74|28.22|30.95|19763334.0|2015-04-16|Etsy |16|31.0|30.0|0.875|15.0|14.0|Goldman Sachs||||||2015-07-15|2015-07-15|16.82|-0.4393333333333333|Negative
4322|Online Crafts Marketplace Etsy Files for IPO; New York-based company plans to list on Nasdaq under the symbol â€˜ETSY'|The Wall Street Journal|2015-03-04|902|Etsy|Retail|1|4|1|0.0|0.0|ETSY||||||2015-04-16|Etsy |16|31.0|30.0|0.875|15.0|14.0|Goldman Sachs||||||2015-07-15|2015-07-15|16.82|-0.4393333333333333|Negative
4323|Online Marketplace Etsy Files for IPO Online Crafts Marketplace Etsy Files for IPO; New York-based company plans to list on Nasdaq under the symbol â€˜ETSY'|The Wall Street Journal|2015-03-05|868|Etsy|Retail|1|5|1|0.0|0.0|ETSY||||||2015-04-16|Etsy |16|31.0|30.0|0.875|15.0|14.0|Goldman Sachs||||||2015-07-15|2015-07-15|16.82|-0.4393333333333333|Negative
4324|Brooklyn-Based Etsy Gets Crafty With IPO|The Wall Street Journal|2015-04-10|1042|Etsy|Retail|1|6|1|0.0|0.0|ETSY||||||2015-04-16|Etsy |16|31.0|30.0|0.875|15.0|14.0|Goldman Sachs||||||2015-07-15|2015-07-15|16.82|-0.4393333333333333|Negative
4325|Etsy Vendors to Get a Piece of IPO; Online marketplace sets aside 5% of planned public offering|The Wall Street Journal|2015-04-13|726|Etsy|Retail|1|2|1|0.0|0.0|ETSY||||||2015-04-16|Etsy |16|31.0|30.0|0.875|15.0|14.0|Goldman Sachs||||||2015-07-15|2015-07-15|16.82|-0.4393333333333333|Negative
4326|IPO Market: Etsy Vendors to Get a Piece of IPO --- The online marketplace sets aside 5% of planned public offering for small investors|The Wall Street Journal|2015-04-14|739|Etsy|Retail|1|3|1|0.0|0.0|ETSY||||||2015-04-16|Etsy |16|31.0|30.0|0.875|15.0|14.0|Goldman Sachs||||||2015-07-15|2015-07-15|16.82|-0.4393333333333333|Negative
4327|Etsy IPO Is Milestone for New York Startup Scene; â€˜It just shows that big, iconic companies can be built in New York'|The Wall Street Journal|2015-04-16|548|Etsy|Retail|2|5|1|0.0|0.0|ETSY|30.0|35.74|28.22|30.95|19763334.0|2015-04-16|Etsy |16|31.0|30.0|0.875|15.0|14.0|Goldman Sachs||||||2015-07-15|2015-07-15|16.82|-0.4393333333333333|Negative
4328|Etsy Crafts $1.8 Billion Valuation With IPO|The Wall Street Journal|2015-04-16|406|Etsy|Retail|2|5|1|0.0|0.0|ETSY|30.0|35.74|28.22|30.95|19763334.0|2015-04-16|Etsy |16|31.0|30.0|0.875|15.0|14.0|Goldman Sachs||||||2015-07-15|2015-07-15|16.82|-0.4393333333333333|Negative
4329|City News: Etsy IPO Is Milestone For N.Y. Startup Scene|The Wall Street Journal|2015-04-17|534|Etsy|Retail|2|6|1|0.0|0.0|ETSY|27.58|30.3|26.51|29.77|3965469.0|2015-04-16|Etsy |16|31.0|30.0|0.875|15.0|14.0|Goldman Sachs||||||2015-07-15|2015-07-15|16.82|-0.4393333333333333|Negative
4330|Etsy's Unique IPO Crafts Stock Swoon|The Wall Street Journal|2015-05-22|841|Etsy|Retail|2|6|1|0.0|0.0|ETSY|17.17|18.15|17.0|17.79|2012076.0|2015-04-16|Etsy |16|31.0|30.0|0.875|15.0|14.0|Goldman Sachs||||||2015-07-15|2015-07-15|16.82|-0.4393333333333333|Negative
4331|Boulder's Foundry Group hits it big in Fitbit IPO|Albuquerque Business First Online|2015-06-19|398|Fitbit|Technology|2|6|4|0.0|0.0|FIT|32.5|33.95|30.33|31.16|25785383.0|2015-06-18|Fitbit  |20|30.4|29.68|0.484|10.4|9.68|Morgan Stanley|Deutsche Bank Securities|BofA Merrill Lynch||||2015-09-16|2015-09-16|37.1|0.25000000000000006|Positive
4332|Fitbit expected to announce IPO final pricing; AP Planner; Future News Item; Fitbit|AP|2015-06-18|118|Fitbit|Technology|2|5|1|0.0|0.0|FIT|29.68|31.9|29.5|30.4|52045177.0|2015-06-18|Fitbit  |20|30.4|29.68|0.484|10.4|9.68|Morgan Stanley|Deutsche Bank Securities|BofA Merrill Lynch||||2015-09-16|2015-09-16|37.1|0.25000000000000006|Positive
4333|Fitbit celebrates expected IPO with public workout outside NYSE; AP Planner; Future News Item; Fitbit|AP|2015-06-19|100|Fitbit|Technology|2|6|1|0.0|0.0|FIT|32.5|33.95|30.33|31.16|25785383.0|2015-06-18|Fitbit  |20|30.4|29.68|0.484|10.4|9.68|Morgan Stanley|Deutsche Bank Securities|BofA Merrill Lynch||||2015-09-16|2015-09-16|37.1|0.25000000000000006|Positive
4334|Fitbit shares expected to start trading following IPO final pricing; AP Planner; Future News Item; Fitbit|AP|2015-06-19|124|Fitbit|Technology|2|6|1|0.0|0.0|FIT|32.5|33.95|30.33|31.16|25785383.0|2015-06-18|Fitbit  |20|30.4|29.68|0.484|10.4|9.68|Morgan Stanley|Deutsche Bank Securities|BofA Merrill Lynch||||2015-09-16|2015-09-16|37.1|0.25000000000000006|Positive
4335|Fitbit files for IPO, reports healthy results|Argus Leader|2015-05-08|66|Fitbit|Technology|1|6|4|0.0|0.0|FIT||||||2015-06-18|Fitbit  |20|30.4|29.68|0.484|10.4|9.68|Morgan Stanley|Deutsche Bank Securities|BofA Merrill Lynch||||2015-09-16|2015-09-16|37.1|0.25000000000000006|Positive
4336|Fitbit files for IPO, reports healthy results|Asbury Park Press|2015-05-08|66|Fitbit|Technology|1|6|4|0.0|0.0|FIT||||||2015-06-18|Fitbit  |20|30.4|29.68|0.484|10.4|9.68|Morgan Stanley|Deutsche Bank Securities|BofA Merrill Lynch||||2015-09-16|2015-09-16|37.1|0.25000000000000006|Positive
4337|FITBIT MAKES FILING FOR $100 MILLION IPO|Augusta Chronicle|2015-05-08|305|Fitbit|Technology|1|6|4|0.0|0.0|FIT||||||2015-06-18|Fitbit  |20|30.4|29.68|0.484|10.4|9.68|Morgan Stanley|Deutsche Bank Securities|BofA Merrill Lynch||||2015-09-16|2015-09-16|37.1|0.25000000000000006|Positive
4338|Fitbit aims to raise up to $478 million in IPO|Chicago Tribune|2015-06-06|324|Fitbit|Technology|1|7|1|0.0|0.0|FIT||||||2015-06-18|Fitbit  |20|30.4|29.68|0.484|10.4|9.68|Morgan Stanley|Deutsche Bank Securities|BofA Merrill Lynch||||2015-09-16|2015-09-16|37.1|0.25000000000000006|Positive
4339|Fitbit files for IPO, reports healthy results|Clarion-Ledger|2015-05-08|66|Fitbit|Technology|1|6|4|0.0|0.0|FIT||||||2015-06-18|Fitbit  |20|30.4|29.68|0.484|10.4|9.68|Morgan Stanley|Deutsche Bank Securities|BofA Merrill Lynch||||2015-09-16|2015-09-16|37.1|0.25000000000000006|Positive
4340|Fitbit plans first IPO from Silicon Valley wearables company Fitbit plans first IPO from Silicon Valley wearables company|Contra Costa Times|2015-05-07|1176|Fitbit|Technology|1|5|4|0.0|0.0|FIT||||||2015-06-18|Fitbit  |20|30.4|29.68|0.484|10.4|9.68|Morgan Stanley|Deutsche Bank Securities|BofA Merrill Lynch||||2015-09-16|2015-09-16|37.1|0.25000000000000006|Positive
4341|Fitbit could be worth $3.3 billion, rival GoPro in IPO Fitbit could be worth $3.3 billion, rival GoPro in IPO|Contra Costa Times|2015-06-02|1145|Fitbit|Technology|1|3|4|0.0|0.0|FIT||||||2015-06-18|Fitbit  |20|30.4|29.68|0.484|10.4|9.68|Morgan Stanley|Deutsche Bank Securities|BofA Merrill Lynch||||2015-09-16|2015-09-16|37.1|0.25000000000000006|Positive
4342|Fitbit prices shares at $20, becomes largest consumer tech IPO|Contra Costa Times|2015-06-17|534|Fitbit|Technology|1|4|4|0.0|0.0|FIT||||||2015-06-18|Fitbit  |20|30.4|29.68|0.484|10.4|9.68|Morgan Stanley|Deutsche Bank Securities|BofA Merrill Lynch||||2015-09-16|2015-09-16|37.1|0.25000000000000006|Positive
4343|Fitbit files for IPO, reports healthy results|Courier-Post|2015-05-08|66|Fitbit|Technology|1|6|4|0.0|0.0|FIT||||||2015-06-18|Fitbit  |20|30.4|29.68|0.484|10.4|9.68|Morgan Stanley|Deutsche Bank Securities|BofA Merrill Lynch||||2015-09-16|2015-09-16|37.1|0.25000000000000006|Positive
4344|Fitbit files for IPO, reports healthy results|Democrat & Chronicle|2015-05-08|66|Fitbit|Technology|1|6|4|0.0|0.0|FIT||||||2015-06-18|Fitbit  |20|30.4|29.68|0.484|10.4|9.68|Morgan Stanley|Deutsche Bank Securities|BofA Merrill Lynch||||2015-09-16|2015-09-16|37.1|0.25000000000000006|Positive
4345|Foundry Group-backed wearable device maker Fitbit files for IPO|Denver Business Journal Online|2015-05-08|251|Fitbit|Technology|1|6|4|0.0|0.0|FIT||||||2015-06-18|Fitbit  |20|30.4|29.68|0.484|10.4|9.68|Morgan Stanley|Deutsche Bank Securities|BofA Merrill Lynch||||2015-09-16|2015-09-16|37.1|0.25000000000000006|Positive
4346|Boulder's Foundry Group hits it big in Fitbit IPO|Denver Business Journal Online|2015-06-18|389|Fitbit|Technology|2|5|4|0.0|0.0|FIT|29.68|31.9|29.5|30.4|52045177.0|2015-06-18|Fitbit  |20|30.4|29.68|0.484|10.4|9.68|Morgan Stanley|Deutsche Bank Securities|BofA Merrill Lynch||||2015-09-16|2015-09-16|37.1|0.25000000000000006|Positive
4347|Fitbit files for IPO, reports healthy results|Florida Today|2015-05-08|66|Fitbit|Technology|1|6|4|0.0|0.0|FIT||||||2015-06-18|Fitbit  |20|30.4|29.68|0.484|10.4|9.68|Morgan Stanley|Deutsche Bank Securities|BofA Merrill Lynch||||2015-09-16|2015-09-16|37.1|0.25000000000000006|Positive
4348|Fitbit Files For IPO, Reveals Surprising Profits|Forbes|2015-05-07|277|Fitbit|Technology|1|5|1|0.0|0.0|FIT||||||2015-06-18|Fitbit  |20|30.4|29.68|0.484|10.4|9.68|Morgan Stanley|Deutsche Bank Securities|BofA Merrill Lynch||||2015-09-16|2015-09-16|37.1|0.25000000000000006|Positive
4349|Fitbit Is Days Away From This Year's Hottest IPO|Forbes|2015-06-15|910|Fitbit|Technology|1|2|1|0.0|0.0|FIT||||||2015-06-18|Fitbit  |20|30.4|29.68|0.484|10.4|9.68|Morgan Stanley|Deutsche Bank Securities|BofA Merrill Lynch||||2015-09-16|2015-09-16|37.1|0.25000000000000006|Positive
4350|Fitbit IPO Pop Makes Founders Into $600 Million Men|Forbes|2015-06-18|257|Fitbit|Technology|2|5|1|0.0|0.0|FIT|29.68|31.9|29.5|30.4|52045177.0|2015-06-18|Fitbit  |20|30.4|29.68|0.484|10.4|9.68|Morgan Stanley|Deutsche Bank Securities|BofA Merrill Lynch||||2015-09-16|2015-09-16|37.1|0.25000000000000006|Positive
4351|Fitbit files for IPO, reports healthy results|Fort Collins Coloradoan|2015-05-08|66|Fitbit|Technology|1|6|4|0.0|0.0|FIT||||||2015-06-18|Fitbit  |20|30.4|29.68|0.484|10.4|9.68|Morgan Stanley|Deutsche Bank Securities|BofA Merrill Lynch||||2015-09-16|2015-09-16|37.1|0.25000000000000006|Positive
4352|Fitbit files for IPO, reports healthy results|Greenville News|2015-05-08|66|Fitbit|Technology|1|6|4|0.0|0.0|FIT||||||2015-06-18|Fitbit  |20|30.4|29.68|0.484|10.4|9.68|Morgan Stanley|Deutsche Bank Securities|BofA Merrill Lynch||||2015-09-16|2015-09-16|37.1|0.25000000000000006|Positive
4353|Fitbit Set to Take on Competitors with IPO|Health Data Management|2015-05-11|536|Fitbit|Technology|1|2|4|0.0|0.0|FIT||||||2015-06-18|Fitbit  |20|30.4|29.68|0.484|10.4|9.68|Morgan Stanley|Deutsche Bank Securities|BofA Merrill Lynch||||2015-09-16|2015-09-16|37.1|0.25000000000000006|Positive
4354|Fitbit files for IPO, reports healthy results Fitbit files for IPO, reports healthy results Fitbit files for IPO, reports healthy results Fitbit files for IPO, reports healthy results Fitbit files for IPO, reports healthy results Fitbit files for IPO, reports healthy results Fitbit files for IPO, reports healthy results Fitbit files for IPO, reports healthy results Fitbit files for IPO, reports healthy results Fitbit files for IPO, reports healthy results Fitbit files for IPO, reports healthy results Fitbit files for IPO, reports healthy results Fitbit files for IPO, reports healthy results Fitbit files for IPO, reports healthy results Fitbit files for IPO, reports healthy results Fitbit files for IPO, reports healthy results Fitbit files for IPO, reports healthy results Fitbit files for IPO, reports healthy results Fitbit files for IPO, reports healthy results Fitbit files for IPO, reports healthy results Fitbit files for IPO, reports healthy results Fitbit files for IPO, reports healthy results Fitbit files for IPO, reports healthy results|Indianapolis Star|2015-05-08|66|Fitbit|Technology|1|6|4|0.0|0.0|FIT||||||2015-06-18|Fitbit  |20|30.4|29.68|0.484|10.4|9.68|Morgan Stanley|Deutsche Bank Securities|BofA Merrill Lynch||||2015-09-16|2015-09-16|37.1|0.25000000000000006|Positive
